index,company_name,job_title,job_location,job_employment_type,job_seniority,job_experience_level,job_industry,job_salary_range,job_salary_frequency,job_post_start_date,job_post_close_date_list,job_description,original_job_title
10,DREW & NAPIER LLC,SUPPORT ENGINEER - IT,"OCEAN FINANCIAL CENTRE, 10 COLLYER QUAY 049315",Full Time,Non-executive,2 years exp,Information Technology,"$2,200to$3,200",Monthly,0 application,Closing on 06 Apr 2024,"Attend to helpdesk requests and provide 1st level desktop support to all users.
Troubleshoot issues related to computers, applications and mobile phones.
Setup PCs & printers.
Setup projectors for meetings.
Install desktop applications.
PC upgrade and migration of data.
Any other matters / projects that the management may require assistance with from time to time.
Requirements:
Diploma in Information Technology or Computer Science.
Minimum 2 years of working experience in similar capacity preferred. Applicants without working experience may also apply.
Strong problem-solving skills.
Able to work independently with minimal supervision.
Good interpersonal skills and a team player
Please visit our website at www.drewnapier.com for other available vacancies.
Kindly state full details of qualifications, experience, current and expected salary in your resume.
(We thank all applicants for writing in. Only shortlisted candidates will be notified. All applications will be treated with the strictest confidential).

14",support engineer
11,PACIFIC TECH PTE. LTD.,Network Support Engineer,"NEW TECH PARK, 151 LORONG CHUAN 556741","Permanent, Full Time",Fresh/entry level,,"Engineering, Information Technology","$2,000to$3,500",Monthly,1 application,Closing on 21 Apr 2024,"Job Description:
Front-line support for customer inquiries and issues via email and phone;
Diagnose and troubleshoot product configuration and functional issues remotely and onsite;
Effective escalation to Level 2 or product vendor for action and resolution;
Able to handle flexible working hours on demand basis; and
Maintain rapport with customers and competence in managing vendors; and
Any other ad-hoc duties assigned.
Job Requirement
Degree/Diploma in Computer Science / IT Technology or equivalent
Exposure to networking and security solutions such as firewall, load balancers, endpoint protection will be an advantage
With working experience in an SI or distributor environment with network security skillset is a plus
Good IT Knowledge in OSI Layer,TCP/IP, LAN/WAN and network security
Ability to work under pressure with minimal supervision
Excellent in communication and analytical skills
Positive working attitude and team player
Willing to work extended office hours when needed
Fresh graduates are welcome to apply",support engineer
12,DAIKIN AIRCONDITIONING (SINGAPORE) PTE. LTD.,Sales Support Engineer,10 ANG MO KIO INDUSTRIAL PARK 2 569501,Permanent,Executive,2 years exp,Engineering,"$3,000to$4,200",Monthly,3 applications,Closing on 18 Apr 2024,"Responsibilities:
Provide engineering and technical support to Sales personnel
Coordinate with Factory for technical matters
Attend site meetings and factory meetings
Perform any other duties assigned by superior
Requirements:
Diploma in Mechanical/Electrical Engineering
Good problem solver, able to understand the issues customers face and create solutions to fix the problem
Customer oriented and results-focused
Able to work under minimum supervision
Proficient in MS Excel and PowerPoint",support engineer
13,IT CONSULTING SOLUTIONS SINGAPORE PTE. LTD.,IT Support Engineer,Islandwide,Contract,Non-executive,3 years exp,Information Technology,"$3,000to$4,500",Monthly,34 applications,Closing on 20 Apr 2024,"IT Support Engineer

Responsibilities:
Perform IT support for end users.Operational Impact: Ensure smooth functioning of IT systems and user satisfaction.
Measurement Criteria: Regularly measure and improve user satisfaction scores through efficient issue resolution.
Coordinate with users on project tasks.Operational Impact: Facilitate seamless project execution by providing necessary IT support.
Measurement Criteria: Regularly report on project task status and ensure timely completion.
Assist in Knowledge Base, Assets Management for ServiceNow.Operational Impact: Ensure accurate and up-to-date documentation of IT assets and processes.
Measurement Criteria: Regularly update Knowledge Base and Assets Management system, and collaborate with team members to enhance content quality.
Knowledge of Active Directory for adding, deletion of accounts.Operational Impact: Ensure proper management of user accounts and permissions.
Measurement Criteria: Manage Active Directory accounts efficiently, including adding, deleting, and updating permissions based on organizational requirements.
Imaging of laptops.Operational Impact: Ensure standardized setup and deployment of laptops.
Measurement Criteria: Successfully perform laptop imaging using SCCM imaging via PXE boot, and troubleshoot any issues that may arise during the process.
Requirements:
Min with an ITE or Diploma in Information Technology or a related field.
Exhibit exceptional interpersonal skills, both verbal and written, with the ability to effectively communicate and engage with individuals at all levels.
Demonstrate proficiency in desktop, laptop, and printer hardware, as well as TCP/IP networking.
Have a solid understanding of Windows 10 and Office 365 applications.
Prior experience in liaising with vendors for laptop/desktop repairs and parts replacement is preferred.
Proficient in basic networking concepts and troubleshooting techniques.
Familiarity with ITIL practices and processes is desirable.
Must be self-motivated, collaborative, and possess effective learning capabilities.
Display commitment, proactivity, and a dynamic approach to work.
Exhibit a genuine passion for technology, computers, and interpersonal interaction.",support engineer
14,QUESSCORP SINGAPORE PTE. LTD.,Applications Support Engineer (Channels / Payments),Islandwide,Contract,Professional,3 years exp,Information Technology,"$5,000to$9,000",Monthly,4 applications,Closing on 04 Apr 2024,"Roles
Support day-to-day IT operations – production issue resolution. Analyse issue raised by users or reported by monitoring system.
Perform impact analysis and suggest workaround solution for service recovery.
Be able to specify the monitoring requirement and observing system abnormality ahead of time to prevent issues from happening.
Be able to conduct application capacity planning and perform performance tuning.
Be able to participate/conduct regular DR simulation/live DR exercise.

Core Skills & requirements.

Up to 9 years of IT experience & 5+ Years on Channels and Payment applications in banking/financial services industry. Knowledge on G3 and SWIFTalliance is preferred.
Possess good knowledge on 3 tiers-architecture application to:
Provide L2 support – Be able to understand the application architecture, and interfaces to upstream/downstream.
OS: Unix/Linux platform/Window
DB: MS SQL and Oracle, Postgre database
App server: WebLogic/WebSphere
Middleware: MQ, Kafka, CD/SSH, JBOSS
Programming Language: Java, C++, shell script, PL/SQL.

Disclaimer: The company is committed to ensuring the privacy and security of your information. By submitting this form, you consent to the collection, processing, and retention of the information you provide. The data collected (which may include your contact details, educational background, work experience and skills) will be used solely for the purpose of evaluating your qualifications for the position you're applying for. Your data will be stored securely and retained for the duration necessary to fulfill our hiring process. If you are not selected for the position, your data will be kept on file for a limited period in case future opportunities arise. You have the right to access, correct, or delete your data at any time by contacting us at Quess Singapore | A Leading Staffing Services Provider in Singapore (quesscorp.sg)",support engineer
15,BIZCARE PERSONNEL SERVICES,IT Support Engineer (End-user support),1 Bedok 469005,Permanent,Executive,2 years exp,"Engineering, Information Technology","$3,000to$3,800",Monthly,9 applications,Closing on 21 Apr 2024,"IT Associate Engineer (End User Support)
Salary: $3000-$3800
Working hours: 9am-6pm (Mon-Fri)
Responsible for technical support to end-users on various technical issues and problems relating to hardware and software as well as network connectivity in the organisation.
Responsibilities
• Provide technical support to end-users on various technical issues and problems relating to enduser devices (e.g., desktop/laptop computers, printers, scanners, mobile devices, videoconferencing equipment, projectors) and software such as Microsoft Office and emails
• Setup and deploy new desktop / laptop computers and the associated software, including Windows Active Directory (AD) administration.
• Support service request and incident management to provide quality end-user services.
• Perform ad-hoc root cause analysis and problem resolution.
• Ensure and follow standard IT service delivery processes in accordance with IT policies and procedures.
• Develop checklists for typical problems.
• Assist immediate supervisor in the definition methods for issue resolution and prevention.

Requirements
• Diploma in Information Technology, Computer Engineering or equivalent, with 1-2 year relevant experience in End User support.
• Proficient with Windows operation systems, M365, Anti-virus software and etc.
• General technical troubleshooting on IT hardware and software products (Desktops, Laptops, Printers, Audio, Projectors & etc)
• Handling incident tickets from end user for IT matters.
• Experience in supporting Microsoft Active Directory and DHCP will be an added advantage.

To apply:
Please email Resume in Microsoft Word format
Please state your Position/ positions applied on the “on TOP” of your resume.
Please state Available Commencement Date or notice period
Please state current and last SALARY and Expected Salary in your resume.
Please state Reasons for leaving current & previous Employment.",support engineer
16,SHIPSHAVE SINGAPORE PTE. LTD.,Support Engineer / Manager,"WESTECH BUILDING, 237 PANDAN LOOP 128424",Full Time,Senior Executive,2 years exp,"Customer Service, Engineering, Logistics / Supply Chain, Repair and Maintenance, Others","$4,000to$7,500",Monthly,12 applications,Closing on 17 Apr 2024,"This role involves a blend of technical expertise, customer service, and sales support, ensuring optimal use of our ITCH operations.

Key Responsibilities:

- Client Support: Assist clients in understanding and utilizing data from ITCH operations.

- Address any queries or issues, ensuring a high level of customer satisfaction.

- Optimization of ITCH Operations: Guide clients in enhancing the efficiency and effectiveness of ITCH operations.

- Claims and Warranty Assistance: Provide support in the event of claims and manage warranty-related issues.

- Technical Demonstrations: Conduct on-site demonstrations of equipment for crew members when ships are in port.

- Onboard Trials: Join ships on voyages to demonstrate the ITCH system in action, showcasing its features and benefits.

- Sales Support: To assist the regional sales director and colleagues with sales-related activities to drive regional growth, when he or she is not engaged in the above operational activities.

Qualifications:

- At least 2 years experience in operational roles within Maritime / Shipping industries. Ex ship-cadets, Demo / training / service engineers are welcome to apply.

- Professional technical maritime certificates, or Diploma in Marine Engineering.

- Technical proficiency, with the ability to understand and operate equipment.

- Strong problem-solving and customer service skills.Willingness to travel, including joining ships for short voyages.

- Good communication and presentation skills.

- Collaborative mindset, able to work closely with the sales team.

Benefits:

- Opportunity to be a part of a dynamic, supportive and innovative team.

- Exposure to multi-cultural environment.

- Opportunity to travel worldwide.

- Competitive salary and benefits package.


Employment Type
Full-time.",support engineer
17,ERP21 PTE LTD,Application Support Engineer (Level 1),Islandwide,"Contract, Full Time",Professional,1 year exp,"Consulting, Engineering, Information Technology, Professional Services, Telecommunications","$3,500to$4,500",Monthly,4 applications,Closing on 21 Apr 2024,"Key Responsibilities
Provide timely and effective level 1 technical support for application-related incidents and service requests.
Troubleshoot and resolve application issues, both independently and in collaboration with development teams.
Research, resolve, respond to and document end user reported issues/inquiries.
Monitor application performance, identify bottlenecks, and implement performance enhancements.
Maintain documentation related to application configurations, troubleshooting procedures, and known issues.
Stay updated with industry trends and emerging technologies to drive continuous improvement in application support processes.

Preferred Skillsets
Oracle Database - Basic
MySQL Database - Basic
Jira
Excel

Requirements
Must be Singapore Citizen.
Minimum 1 year relevant experience.
Strong technical knowledge and experience in supporting enterprise-level applications.
Experience with databases and SQL query language.
Familiarity with software development life cycle (SDLC) and ITIL principles.
Proficiency in troubleshooting application issues, performing log analysis, and using monitoring tools.
Good communications skillset.
Excellent problem-solving and analytical skills.
Effective communication and collaboration abilities.
Ability to work under pressure and prioritize tasks in a fast-paced environment.",support engineer
18,DATA CONNECT TECHNOLOGIES PTE. LTD.,L3 Support Engineer,"VERTEX, 33 UBI AVENUE 3 408868",Full Time,Senior Executive,7 years exp,Information Technology,"$5,500to$7,500",Monthly,5 applications,Closing on 21 Apr 2024,"The role of L3 Senior System Engineer is to work onsite supported by a team of off-site engineers to implement and support the VMWare infrastructure and services in accordance with Service Levels.
Provide the technical knowledge and skills to support the maintenance of the equipment and the Network Operating System (NOS)
Deep, in-depth knowledge of VMWare, citrix administration, MS Windows technologies, AD, clustering, and MS NLB (Network Load Balancing) especially troubleshooting.
Working knowledge of Microsoft M365
Provide long-term process/service improvement measures and plans.
Regular 8x5 support but may be required to be on standby for 24x7x365 support when necessary. Expected to work during off-peak hours for system activities.
Experienced with reporting and interfacing with senior and middle management.
Proficient in leading integrated process teams, as well as coordinating and communicating customer requirements.
Identify, research, and resolve technical problems.
Experienced in other technologies such as database administration, storage, backup, web, MS Azure, AWS, Google Cloud and middleware will be advantageous.
The ideal candidate should possess:
Degree Computer Information Systems or related field.
Minimum 6-8 years of experience in MS Windows infrastructure management
Excellent Windows Server Administration ability Certified MCSA for Windows Server or MS IIS Administration
Possess ITIL v3 Foundation Certification, VMWare VCP Certification or Training
Ability to prioritize effectively and work with a sense of urgency.
Excellent troubleshooting skills and experienced and skilled in Windows scripting
Independent with good time management",support engineer
19,ARGYLL SCOTT CONSULTING PTE. LTD.,Application Support Engineer (L2 / L3) - Banking,Islandwide,Contract,Senior Executive,5 years exp,Information Technology,"$9,000to$13,000",Monthly,6 applications,Closing on 06 Apr 2024,"We are seeking highly skilled professionals to support one of our projects within the Application Support team.

This is a 12-month contract role to start with a potential to extend or get converted to a permanent headcount based on individual performance.

As an Application Support Engineer (L2/L3), you will play a crucial role in ensuring the stability, availability, and performance of our critical applications, including Web Applications, HR, Finance, and Core Applications. You will be responsible for providing Level 2 and Level 3 support, addressing complex technical issues, and implementing effective solutions to minimize business disruptions.

Key Responsibilities:
Provide Level 2 and Level 3 support for web applications, HR, Finance, and Core Applications.
Investigate and resolve complex technical issues reported by end-users or detected through monitoring tools.
Collaborate with cross-functional teams to diagnose and troubleshoot application-related problems.
Perform root cause analysis and implement corrective actions to prevent recurrence.
Monitor application performance and proactively identify opportunities for optimization and improvement.
Participate in the deployment of application updates, patches, and enhancements.
Document support procedures, troubleshooting steps, and resolution details.
Ensure adherence to ITIL best practices and compliance with internal policies and procedures.
Requirements:
Bachelor's degree in Computer Science, Information Technology, or related field.
Minimum 5 years of experience in application support, with a focus on Level 2 and Level 3 support.
Solid understanding of web applications, HR systems, Finance applications, and Core Banking Systems.
Proficiency in troubleshooting complex technical issues and performing root cause analysis.
Experience with ITIL framework and incident, problem, and change management processes.
Strong communication skills with the ability to interact effectively with stakeholders at all levels.
Proven ability to work under pressure and prioritize tasks in a fast-paced environment.
Certification in ITIL, Oracle, or other relevant technologies is a plus.
If you are a proactive problem-solver with a passion for technology and a drive for excellence, we invite you to join our team of dedicated professionals.

Argyll Scott Consulting Pte Ltd",support engineer
