index,company_name,job_title,job_location,job_employment_type,job_seniority,job_experience_level,job_industry,job_salary_range,job_salary_frequency,job_post_start_date,job_post_close_date_list,job_description,original_job_title
30,RB ENGINEERING & CONSTRUCTION PTE. LTD.,Software Engineer,"KIN BUILDING, 16 SHAW ROAD 367954",Full Time,Senior Executive,2 years exp,Building and Construction,"$7,500to$8,500",Monthly,5 applications,Closing on 04 Apr 2024,"Responsibilities:
 1. Involved in SDLC processes like requirement
analysis, designing, coding , testing ,releasing, and providing
maintenance
 2. Fixed point auto code generation for production purposes of the system-level testing
 3. Experienced in writing and analyzing systems requirement
documents and usee test cases , preparing test logs and summary
reports
 4. Checking daily WIP calculations and updating the monthly machine status
 5. Identified and addressed technical issues in a timely and efficient manner
 6. Perform wire bond sub-module assembly, set-up, and calibration to meet the
in-house specifications
 7. Conduct testing strength of bonded connections, using testing equipment reports
 8. Designed, implemented, and tested modular components for printer
firmware
 9. Discovered, investigated, and found solutions for problems in OS and
compiler
10. Development on Linux Platform with Embedded C user side of RTOS
11. Assisted QA in developing meaningful testcases.
Excellent numeracy and analytical skills
12.In-depth scientific knowledge
13.Good problem-solving skills
14.Good communication and interpersonal skills
15.Good technical skills
16.Able to work and be stationed overseas
17.Flexible working hours.

Qualifications:
Master’s degree in a related field
Proficient in C++ and other object-oriented programming languages
Analytical and logical thinking
Strong problem-solving skills
Ability to work without supervision
Technical skills:
 Advanced Microcontrollers
 Analog Circuits
 Embedded Systems(Embedded C,Keil IDE,Proteus)",software engineer
31,NCS PTE. LTD.,Software engineer,Islandwide,Full Time,Junior Executive,1 year exp,"Engineering, Information Technology","$4,000to$6,000",Monthly,2 applications,Closing on 06 Apr 2024,"Job Description
Our client provides multimedia video cloud to world-wide users. Its video cloud is one of the world's largest and leading video platforms, providing media storage, transcoding and streaming services. Our Client is committed to building the next generation video processing platform and the largest live broadcast network to provide an excellent experience for billions of users around the world.
The role of solution engineer requires in-depth understanding of the video cloud business architecture, helping internal/external business parties to deepen product awareness, promote product optimization, and output the best solution in combination with product capabilities.
As a technical expert, you will be working closely with client's global video cloud R&D and engineering team to promote continuous optimization of products, tools, and processes.

Job Responsibilities
1. Responsible for the design and development of video cloud based solutions;
2. Responsible for collaborating with developers and solving the problems encountered by developers during integration with video cloud services as well as the quality issues in the production service process;
3. Responsible for management of suppliers' demands, sorting out the issues in the integration with suppliers, promoting the development and optimization of technical specifications, and reducing service problems;
4. Have overall awareness, help establish a Quality Service (QS) evaluation system, improve the efficiency of problem handling, and effectively promote the resolution of quality and efficiency problems in the research and development process;
5. Organize structural learning points and consolidate developer handbook to form a common knowledge base for the solution team.

Job Requirements
1. Bachelor’s degree or above in Computer Science or other related majors, with solid fundamental computer science knowledge, strong logical thinking and learning abilities, and understanding of software design patterns;
2. Good professional accomplishment and self-drive, strong technical enthusiasm, able to continue learning and self-improvement;
3. Hiving excellent data analytical skills, issue identification ability, with prior experience in full-chain data collation and data-related tools;
4. Good knowledge of networking fundamentals and protocols (eg. TCP/IP, HTTP/HTTPS, etc.). Familiar with audio & video multimedia protocol, CDN distribution acceleration, RTC and other technologies is preferred;
5. Experience in project management, video cloud related experience or enterprise integration experience is preferred;",software engineer
32,RECRUIT EXPRESS PTE LTD,Software Engineer,12 Marina Boulevard 018982,Contract,Executive,3 years exp,Information Technology,"$9,000to$15,000",Monthly,9 applications,Closing on 30 Mar 2024,"About the Team:
The Platform Service team is responsible for building products and tools for the growth of the global business, helping more users around the world embrace encrypted assets, as well as to help support the platform business to achieve rapid growth in more regions. The incumbent would be part of our Support product team to help build, scale and create next level support products such as chat bots and related products essential to a CS center.

Responsibilities:
Design and Development of cutting-edge chat bot and support related products on the exchange platform
Work closely with Product, Design and Marketing teams to drive rapid innovation in cross-functional teams
Build high availability high performance distributed service.
Improve technology best practices and code reviews for peers.
Build company’s own next generation Customer Support System to support customers over telephony, chat, email, messaging, social channels, communities. The Customer Support System includes operation ticket management, instant messaging, chatbot, help centers and customer data analysis etc.
Requirements:
Min. Bachelors in Science / Technology / Engineering / Mathematics
Experience in Microservices/ API development with Java/SpringBoot/SpringCloud.
Knowledgeable in multi-threading and distributed architecture. Understanding of mainstream messaging frameworks including Kafka, etc.
Solid experience with relational databases
Comfortable with cloud-based Linux environment
Experience in practicing automated testing and continuous integration
Experience in developing chat bot, instant messaging, customer support related products is highly appreciated
EA Personnel: Celine Tan Si Ling
CEI Reg No: R1104662
EA Licence No: 99C4599",software engineer
33,FENIX ONE PTE. LTD.,Software Engineer (Senior),"ASIA SQUARE TOWER 1, 8 MARINA VIEW 018960",Full Time,Senior Executive,8 years exp,Others,"$14,000to$19,000",Monthly,26 applications,Closing on 10 Apr 2024,"Summary / Purpose of Position:
Collaborate with traders and researchers to design, develop, test, and support proprietary trading platform to capture opportunities in electronic capital markets.
Essential Duties & Responsibilities for this Position:
- Build and maintain robust, scalable, and low latency trading software
- Participate in collaborative discussions and problem solving with multiple stakeholders
- Help improve and evolve software design and maintenance workflows and practices
- Mentor team members and improve knowledge acquisition and sharing
Qualifications, Skills and Knowledge Required:
- Bachelor’s degree or equivalent in a STEP/STEM field such as computer science, engineering, mathematics, or physics.
- Expert knowledge of modern C++
- Working knowledge of Python
- Experience with test driven development and continuous integration
- Experience developing software for Linux
- Understanding of software design principles and algorithmic complexity
- Desire to solve complex and novel problems in a collaborative environment
- Strong sense of ownership and urgency
- Ability to communicate clearly with stakeholders
- Logical problem solver with the ability to quickly understand new and complex concepts
- Pragmatic self-starter with a flexible can-do mentality",software engineer
34,GOVERNMENT TECHNOLOGY AGENCY,"Deputy Director, Principal Software Engineer","MAPLETREE BUSINESS CITY, 10 PASIR PANJANG ROAD 117438",Permanent,Middle Management,8 years exp,Information Technology,"$15,000to$30,000",Monthly,40 applications,Closing on 12 Apr 2024,"The Government Technology Agency (GovTech) is the lead agency driving Singapore’s Smart Nation initiatives and public sector digital transformation. As the Centre of Excellence for Infocomm Technology and Smart Systems (ICT & SS), GovTech develops the Singapore Government’s capabilities in Data Science & Artificial Intelligence, Application Development, Smart City Technology, Digital Infrastructure, and Cybersecurity.

At GovTech, we offer you a purposeful career to make lives better. We empower our people to master their craft through continuous and robust learning and development opportunities all year round. Our GovTechies embody our Agile, Bold and Collaborative values to deliver impactful solutions.

GovTech aims to transform the delivery of Government digital services by taking an ""outside-in"" view, putting citizens and businesses at the heart of everything we do.

Play a part in Singapore’s vision to build a Smart Nation and embark on your meaningful journey to build tech for public good. Join us to advance our mission and shape your future with us today!

Learn more about GovTech at tech.gov.sg.

About us – National Digital Identity (NDI)

Imagine citizens having a common and secure digital identity that will make their lives so much easier, and open doors to a plethora of services for them - allowing citizens to do everything from accessing health prescriptions, completing government transactions to starting a bank account through their smartphone.

If you are inspired by this vision, we invite you to join our National Digital Identity (NDI) team. You will collaborate with a team of highly motivated peers to develop and deploy the next generation National Digital Identity platform that will transform the lives of citizens by enabling secure and seamless delivery of personalized online digital experiences.

The Singpass team builds Singapore’s digital identity system. This includes various personal authentication protocols, data sharing tools, and corporate identity systems through Corppass. The team’s mission is to provide reliable digital identity infrastructure that streamlines transactions, enables businesses, and protects against fraud.

What you will be working on:
Set the technical vision for Singpass and its integrations
Design the engineering systems and practices for Singpass to run reliably
Making technical contributions, and providing technical leadership to software engineers by coaching and mentoring through end-to-end software development and promoting team engagement and motivation.
Proactively identifying and initiating worthwhile engineering initiatives to maximise NDI’s impact on the public good.
Establishing robust engineering practices and tools in order to encourage a strong engineering culture and maximise engineering effectiveness and impact.
Sharing your expertise and mentoring other engineers.
Helping with recruitment, particularly for more senior hires.
What we are looking for:
Experience working on reasonably large software engineering projects / high-availability production systems which has had to operate at scale.
Experience in modern full-stack web application technologies; substantial experience in modern front-end engineering on React.js and TypeScript stack is greatly preferred.
Build deep expertise in digital identity, cryptography, and security protocols
Have a strong sense of what it means to be a senior/lead engineer, particularly as it relates to the suite of soft skills beyond just your technical chops.
Passion towards engineering excellence; you deeply understand that software engineering is a team sport, and you take pride in the craftsmanship aspect of software engineering.
We are an equal opportunity employer and value diversity at our company as we believe that diversity is meaningful to innovation. Our employee benefits are based on a total rewards approach, offering a holistic and market-competitive suite of perks. This includes generous leave benefits to meet your work-life needs. We trust that you will get the job done wherever you are, and whatever works best for you – so work from home or take a break to exercise if you need to*.

We also believe it’s important for you to keep honing your craft in the constantly-evolving tech landscape, so we provide and support a plethora of in-house and external learning and development opportunities all year round.

*Subject to the nature of your job role that might require you to be onsite during fixed hours",software engineer
35,TIKTOK PTE. LTD.,Backend software engineer- Location,1 RAFFLES QUAY 048583,Full Time,Senior Executive,5 years exp,Engineering,"$10,000to$20,000",Monthly,20 applications,Closing on 17 Apr 2024,"Responsibilities
TikTok is the leading destination for short-form mobile video. Our mission is to inspire creativity and bring joy. TikTok has global offices including Los Angeles, New York, London, Paris, Berlin, Dubai, Singapore, Jakarta, Seoul and Tokyo.

Why Join Us
At TikTok, our people are humble, intelligent, compassionate and creative. We create to inspire - for you, for us, and for more than 1 billion users on our platform. We lead with curiosity and aim for the highest, never shying away from taking calculated risks and embracing ambiguity as it comes. Here, the opportunities are limitless for those who dare to pursue bold ideas that exist just beyond the boundary of possibility. Join us and make impact happen with a career at TikTok.

TikTok Location Team's goal is to deliver user-facing products based on the location that connects people with places, localized content, and service in the real world around the globe.

- Develop large-scale software systems that power TikTok app.
- Improve system design and architecture to ensure high stability, performance and reliability of the product.
- Collaborate with multiple cross-functional teams to deliver high quality work in rapid product development.
Qualifications
Qualifications
-BS/MS Degree in Computer Science or related major.
-Experienced in building backend services for large-scale consumer-facing applications.
-Proficient in at least one of the following languages: Go, Python, Java, C++.
-Deep understanding of computer architectures, data structures and algorithms.
-Have good team communication and collaboration skills.

TikTok is committed to creating an inclusive space where employees are valued for their skills, experiences, and unique perspectives. Our platform connects people from across the globe and so does our workplace. At TikTok, our mission is to inspire creativity and bring joy. To achieve that goal, we are committed to celebrating our diverse voices and to creating an environment that reflects the many communities we reach. We are passionate about this and hope you are too.",software engineer
36,TRIBECAR PTE. LTD.,Software Engineer,"PAYA UBI INDUSTRIAL PARK, 51 UBI AVENUE 1 408933",Full Time,Executive,2 years exp,Information Technology,"$4,000to$5,000",Monthly,10 applications,Closing on 19 Apr 2024,"Job Responsibilities
Design, develop, implement and maintain web-based/mobile applications.
Design, develop, implement and maintain server and backend infrastructure.
Support clients of the business when required
Participate in the planning of the technical roadmap of the company in conjuction with the business team.

Job Requirements
Strong understanding of the following technologies, programming languages and frameworks such as PHP (a must), Symfony, CSS, HTML5, jQuery, NodeJS, iOS, Android.
Has development experience and familiar with the LAMP stack.
Strong competence in computer science.
A team player - work closely with colleagues to ahieve teh abvoe goals
Any other adhoc duties as assigned by the Management or immediate Supervisor",software engineer
37,MINDEN INTERNATIONAL PTE. LTD.,Staff Software Engineer,"THE ATRIUM @ ORCHARD, 60B ORCHARD ROAD 238891",Full Time,Professional,10 years exp,Information Technology,"$10,000to$13,000",Monthly,20 applications,Closing on 19 Apr 2024,"Who we are.
minden.ai is a technology venture founded by Temasek in strategic partnership with DFI Retail Group and coalition partners BreadTalk Group, DBS Bank, PAssion Card, Mandai Wildlife Group, Singtel, GoJek, FoodPanda and Great Eastern. We are on a mission to redefine the engagement between brands and consumers in Southeast Asia.

The way we work.
We believe in hiring different and diverse talents. Inclusive cultures are the foundation for collaboration and innovation within our team.
We treat each other with respect. We embrace authenticity and transparency. We pride ourselves on agility and innovation, and believe in embracing continuous learning and self-improvement.
We are seeking a self-motivated, solution-oriented and experienced Staff Software Engineer to join our Product & Engineering Team.

In this role, you will
Be involved in defining technical strategy for broad or complex requirements with insightful and forward-looking approaches that go beyond the direct team and solve large open-ended problems.
Participate in the strategic development of methods, techniques, and evaluation criteria for projects and programs.
Brainstorm with Product Managers, Designers, and Frontend Engineering to conceptualize and build new features for our large (and growing!) user base.
Actively own features or systems and define their long-term health, while also improving the health of surrounding systems.
Assist our skilled support team and operations team in triaging and resolving production issues.
Develop & implement tests for ensuring the quality, performance, & scalability of our application.
Identify problems and take the lead to resolve them.
Provides mentorships to other engineers and reviews codes.
You will be a great match if you have:
A bachelor's degree in Computer Science, Engineering or related field, or equivalent training, fellowship, or work experience.
At least 8 years of prior experiences in building web applications professionally
Experience with large distributed systems and functional or imperative programming languages e.g., Python, Ruby, Go, C, or Java
Experiences in leading technical architecture discussions and help drive technical decisions within your team.
Ability to write understandable, testable codes well, with an eye towards maintainability.
Strong communication skills and able to explain complex technical concepts to designers, support and other engineers.
Strong computer science fundamentals: data structures, algorithms, programming languages and distributed systems.",software engineer
38,PRUDENTIAL ASSURANCE COMPANY SINGAPORE (PTE) LIMITED,Software Engineer,"PRUDENTIAL TOWER, 30 CECIL STREET 049712",Permanent,Manager,5 years exp,"Information Technology, Insurance","$6,000to$9,500",Monthly,14 applications,Closing on 30 Mar 2024,"In this role, you will lead a team to design, develop and provide support for applications in Prudential Singapore. As part of this dynamic role, you will work closely with business units and other IT teams to deliver leading edge technology to enable digital capabilities of Prudential Singapore.

Job Description
• Analyse business needs in order to design, develop and deliver applications to meet business objectives
• Provide application maintenance and support in accordance to Service Level Agreement
• Deliver applications in accordance to relevant IT policies and procedures
• Provide and share technical knowledge to other team members

Competencies & Personal Traits
• Independent and works well across different functions
• Excellent problem analysis skill. Innovative and creative in developing solutions
• Strong sense of drive and commitment to deliver on responsibilities
• Strong verbal and written communication skills
• Works well in a dynamic environment
• Ability and willingness to be hands-on
• Experience in 1 or more of the following technology
o AS400, iSeries tool, COBOL, SMART400, IBM MQ, Business Object
o Java EE, RDBMS & PL/SQL, NoSQL, Object-Oriented Design, RESTful API, JBoss / IBM WAS
o Mobile Development (Objective C, Swift, Android, Hybrid, HTML5)
o ETL (IBM Datastage), Netezza, Business Intelligence (SAP BusinessObjects), Attunity, Hadoop (Hortonworks)
o Functional Testing (HP QuickTest Professional), Load Testing (JMeter)
o Robotic Process Automation (BluePrism, UIPath)

Working Experience
• 6-8 years in designing and developing and support applications.
• Experience in Agile software development

Education
• Bachelor in Computer Science, Computer Engineering or equivalent

Language
• Fluent written and spoken English",software engineer
39,GRABTAXI HOLDINGS PTE. LTD.,Software Engineer,"GALAXIS, 1 FUSIONOPOLIS PLACE 138522","Permanent, Full Time",Professional,5 years exp,Information Technology,"$6,500to$12,000",Monthly,34 applications,Closing on 27 Mar 2024,"Responsibilities:
Responsible for design and development training management system for Temasek Poly, NYP, Ngee Ann Poly, Republic Poly, Singapore Poly, Institute of Technical Education.
Run technical workshops with customers for requirement gathering.
Customize the software modules according to customer’s requirements in Azure.
Responsible for providing and presenting the documentation of technical design documents.
Working closely with other developers, UI/UX designers, BA, and QA.
Collaborate with other developers, UI/UX designers, BA, QA, and PM to ensure consistent project execution.
Designing and developing software systems using scientific analysis and mathematical models to predict and measure outcomes and design consequences.
Must-haves:
Bachelor’s degree or above from Top Universities, Computer Science or related majors are preferred, solid basic knowledge on Computer Science.
3+ years of experience as a software developer.
Strong understanding of Microsoft Dynamics CRM or Education software implementation and deployment.
3+ years experience with .NET Application, SQL Server, React/JSX, HTML5.
Experience with Agile software development process, CI/CD in Azure.
Good interpersonal and communication skills.
Good to have:
Ability to develop unit testing of code components or complete applications.
Full-stack developer and understand concepts of software engineering.
Understanding in Azure Architecture and services.
Critical thinker and problem-solving skills.
Good oral and written communication.",software engineer
40,ARROWPOINT INVESTMENT PARTNERS (SINGAPORE) PTE. LTD.,Senior Software Engineer,,Full Time,Middle Management,8 years exp,Engineering,"$12,000to$15,000",Monthly,80 applications,Closing on 31 Mar 2024,"o Develop high-quality, clean, and maintainable code adhering to engineering best practices. Engage actively in the entire development lifecycle—designing, developing, reviewing, testing, and debugging to ensure robust and scalable solutions.

o Exhibit versatility and adaptability, taking on diverse roles and challenges within the team as needed, including production support rotation duties to ensure high availability and reliability of our services.

o Foster close collaboration with both internal and external stakeholders, including Operations, Trading, Compliance teams, and external partners on vendor integration projects. Maximize efficiency and ensure alignment with project goals through seamless integration of third-party services and tools.

o Proactively review, test, and verify code to meet high standards for quality and security. Conduct comprehensive unit testing and optimize application performance, quality, and responsiveness.

o Collaborate effectively with team members, ensuring open communication and a cohesive team environment that fosters innovation and productivity. Demonstrate strong ownership and effective communication in addressing production issues and resolutions to stakeholders.

o Work independently with a strong sense of ownership and self-drive, managing tasks and responsibilities with minimal supervision. Swiftly address production issues, offering Level 3 support, and maintain composure under pressure.",software engineer
41,TUV SUD PSB PTE. LTD.,Software Engineer,"TUV SUD @ IBP, 15 INTERNATIONAL BUSINESS PARK 609937","Permanent, Full Time",Executive,2 years exp,"Information Technology, Professional Services","$4,500to$7,000",Monthly,18 applications,Closing on 25 Mar 2024,"This is a global role that offers a unique opportunity to combine your coding expertise with a critical understanding of compliance and regulatory requirements..

The SOFTWARE ENGINEER is tasked with the responsibility to evaluate the safety and performance of software in medical devices and Software as a medical device as well as ensure that manufacturers comply with specific regulations, standards and legal requirements.

You will be the bridge that ensures coding excellence meets the highest industry standards to shape the future of our world’s innovative solutions.

Key Responsibilities:
Safeguard the next generation of new medical products from software-related risks that can potentially harm patients and users.
Be the fore-front expert in code quality and development best practices.
Conducting thorough reviews of code for quality, correctness, efficiency, and adherence to regulatory requirements and coding standards.
Identify performance and safety issues, logical errors, potential security vulnerabilities, and deviations from coding standards.
Provide constructive feedback to manufacturers on compliance issues and deviation from best practices.
Ensure software development process aligns with established compliance frameworks and guidelines.
Deep understanding of technical documentation requirements for software-enabled medical devices, including but not limited to software specifications, design and architecture documents, risk management files, and software validation plans.
Evaluating risk management files for software-enabled medical devices, including risk analysis, risk evaluation, and risk control measures to ensure appropriate identification, assessment, and mitigation of risks throughout the product lifecycle.
Key Requirements:
Bachelor’s or Master’s degree in computer science, Software Engineering, Biomedical Engineering, or a related field
At least 2 years of experience in software development (this includes the time for master’s & PhD Thesis) with proficiency in programming languages. For example: Python, Java, C++, JavaScript, NodeJS.
Preferably with 4 years exposure in the medical/ healthcare industry with knowledge on medical standards and regulations for example, ISO13485, EU Medical Device Regulation (MDR)
Strong communication skills to communicate effectively with customers and internal teams, and articulate assessment findings clearly and professionally.
Strong technical writing abilities to provide clear and concise feedback on the technical documentation and communicate assessment findings effectively.
The ability to work independently and as part of a team and under pressure to meet deadlines and maintain confidentiality.",software engineer
42,ARROWPOINT INVESTMENT PARTNERS (SINGAPORE) PTE. LTD.,Senior Software Engineer,Islandwide,Full Time,Middle Management,8 years exp,Engineering,"$12,000to$15,000",Monthly,80 applications,Closing on 31 Mar 2024,"o Develop high-quality, clean, and maintainable code adhering to engineering best practices. Engage actively in the entire development lifecycle—designing, developing, reviewing, testing, and debugging to ensure robust and scalable solutions.

o Exhibit versatility and adaptability, taking on diverse roles and challenges within the team as needed, including production support rotation duties to ensure high availability and reliability of our services.

o Foster close collaboration with both internal and external stakeholders, including Operations, Trading, Compliance teams, and external partners on vendor integration projects. Maximize efficiency and ensure alignment with project goals through seamless integration of third-party services and tools.

o Proactively review, test, and verify code to meet high standards for quality and security. Conduct comprehensive unit testing and optimize application performance, quality, and responsiveness.

o Collaborate effectively with team members, ensuring open communication and a cohesive team environment that fosters innovation and productivity. Demonstrate strong ownership and effective communication in addressing production issues and resolutions to stakeholders.

o Work independently with a strong sense of ownership and self-drive, managing tasks and responsibilities with minimal supervision. Swiftly address production issues, offering Level 3 support, and maintain composure under pressure.",software engineer
44,APPLIED VALUE TECHNOLOGIES PTE. LTD.,Senior Software Engineer,"THE ARCADE, 11 COLLYER QUAY 049317",Full Time,Professional,5 years exp,Information Technology,"$8,333to$12,315",Monthly,16 applications,Closing on 29 Mar 2024,"About the Role:
Applied Value Technologies is seeking Full Stack Software Engineer to assist in the delivery of our mission- and business-critical application services with internal customers. As a Full Stack Software Engineer, you will be responsible for building industry-leading, highly intuitive software products that underpin business functions across our client's migration and access management projects.
Our client is a Fortune 100 technology company, providing platforms that help connect people around the world. One of the core values is to scale the business by putting people first, and the team is uniquely positioned to propel this work to the next level as the customer’s needs act as the guiding compass, not the technology’s limitations!
About you:
We are looking for someone to:
Own product architecture and collaborate with product managers, designers, and other engineers to set the technical direction and create software that optimizes for business metrics
Communicate technology and product strategy effectively to both internal and external stakeholders and leadership
Build industry leading enterprise systems that are highly available, intuitive, scalable, and secure
Produce highly reliable and performant code with appropriate monitoring and alerting
Conduct design and code reviews to ensure scalability, performance and alignment with standards and best practices
Analyze and improve efficiency, scalability, and stability of various system resources
We want someone who has:
Strong technical skills
An obsession with user experience
A collaborative utility player mentality (a.k.a. low ego)
Creative problem-solving abilities
A proactive sense of curiosity
Some stuff you need:
Bachelor’s Degree preferred, or equivalent combination of education, training, and experience.
5-7 years of hands on PHP, and/or Python
5-7 years of React JS experience.
5-7 years of professional experience working with code bases building micro services, REST APIs, Graph QL required
MySQL experience
Professional fluency in English required
Other stuff you should have:
5+ years of experience modelling data flows between systems to enable transactional workflows and upstream/downstream integrations preferred
A little bit about us:

Applied Value Technologies is an early-stage, mission-driven venture revolutionizing the way companies view IT productivity. We help our customers scale with next-generation application support services that accelerate user productivity through enhanced automation and a highly personalized user experience. Our goal is to be a trusted partner, collaborating with customers to design and implement user-centric, technology-enabled support solutions at scale.
We’ve got you covered:
Competitive salary + performance bonus
Unlimited Paid Leave Policy after 90 days
Up to 100% Employer-paid Medical Benefits for employees and up to 85% coverage for dependents
100% Employer-paid Life, STD, and LTD benefits
CPF Contributions made to all Singapore citizens and permanent residents
100% paid parental leave up to 16 weeks
Up to $1200 Learning & development allowance annually
Up to $1200 monthly Health & Wellness stipend annually
Up to $2000 Employee referral program
Paid holidays annually",software engineer
45,NEW MODE TECHNOLOGIES PTE LTD,Software Engineer,12 SCIENCE PARK DRIVE 118225,Permanent,Professional,5 years exp,"Consulting, Information Technology, Professional Services, Sciences / Laboratory / R&D","$5,000to$7,000",Monthly,16 applications,Closing on 29 Mar 2024,"Job Description/Responsibilities
· Need to write the drivers to control the external hardware such as SDR radio.
· Change, add GUI to an existing software program using Java.
· Integrate in-house developed algorithm to an existing software and chuck out the results.
· Develop the user guide.

Job Requirements
· Bachelor’s degree, Post Graduate Diploma, Professional Degree in Computer Science, Computer/Software Engineering or equivalent.
· 5+ years of relevant work experience in software product development.
· Proficient in C#, Python, Java, C++ and some knowledge of SDR radio programming.
· Able to work independently with minimum supervision.
· Open to Singaporeans only.
The basic monthly salary will commensurate with the shortlisted candidate’s work experience, negotiable.

Working Hours
The working hours are as follows:
Mondays to Thursdays: 8.30am to 6.00pm
Fridays: 8.30am to 5.30pm
Lunch: 1 hour",software engineer
46,SECUREAGE TECHNOLOGY PTE. LTD.,Software Engineer,"SYMBIOSIS, 3 FUSIONOPOLIS WAY 138633","Permanent, Full Time",Executive,2 years exp,Information Technology,"$3,500to$6,500",Monthly,41 applications,Closing on 05 Apr 2024,"As a Software Engineer, you will be responsible for designing, developing, and maintaining applications on Microsoft Windows operating system. Your work will be critical in ensuring hardware and software compatibility, security, and system stability. You will collaborate closely with cross-functional teams to deliver reliable and efficient software applications.

Key Responsibilities:
Software Development:Design, develop, and maintain Windows applications.

System-Level Expertise: Possess an in-depth understanding of the Windows system architecture to create efficient and stable applications.

Debugging and Troubleshooting:Identify and resolve issues related to software application functions, performance, and system stability by utilizing debugging tools and techniques.

Security Compliance:Ensure that software adhere to security best practices and that they do not introduce vulnerabilities into the system.

Testing and Validation:Develop and execute comprehensive testing and validation procedures to ensure software functionality and reliability.

Documentation: Create clear and detailed technical documentation for software developed.

Collaboration: Work closely with cross-functional teams to ensure software compatibility and functionality.

Qualifications:
Bachelor/Master degree in Computer Science, Computer Engineering or a related field.
Experience in Windows application development (will be considered for senior engineer role).
Proficiency in C and C++ programming languages.
Strong knowledge of Windows system, SDK, and debugging tools.
Understanding of security principles and best practices.
Strong problem-solving skills and attention to detail.
Excellent communication and documentation skills.",software engineer
47,PROCTER & GAMBLE INTERNATIONAL OPERATIONS SA SINGAPORE BRANCH,Python Software Engineer,"The Metropolis Tower 2, 11 North Buona Vista Drive 138589",Full Time,,2 years exp,Information Technology,"$6,000to$12,000",Monthly,36 applications,Closing on 25 Mar 2024,"Are you a Software Engineer with strong Python/PySpark skills, deep understanding of Azure cloud-based AI environments and experience with CI/CD? Procter & Gamble is looking for an AI Engineer to partner closely with our Data Scientists on exciting business use cases in the retail, marketing and supply chain areas. In this role you would be working closely with data scientists to Scale algorithms as well as define platforms, architectures and best practices to enable rapid development and deployment of algorithmic solutions.
Your team
This role will work closely with team of Data Scientists and AI Engineering peers in AMA. Role will also connect with Global AI Engineering/Data Engineering organization to drive best practices to build AI products.
Responsibilities of the role
As a Python Software Engineer at P&G, you will:
Operationalize AI models as integral element of IT solutions & business processes.
Implement best Software Engineering practices to make cloud infrastructure “invisible” for data scientists and  developers.
Work on advanced analytics use cases together with Data Scientists, Analysts, peer AI Engineers; engages in proof of concepts and experiments together to deliver new analytical algorithms and applications
Prepare data models and quality checks, optimizes analytical solutions at scale
Design and develop applications that source data from various systems, programming in Python and SQL
Support solutions in multi-cloud environments and services – in Azure (e.g. Databricks, Azure ML, AKS, ADF).
Operate according to DevOps practices, Agile (Jira), uses CI/CD (GitHub Actions), increases reusability of code and design patterns from internal code libraries
Troubleshoot infrastructure related issues to enable most critical Artificial Intelligence products at P&G
Create proactive incident detection systems based on multiple data sets, real-time data stream analyses.
Craft and develops proof of concept or prototypes for new features or solutions.
Suggest and implements architecture improvements.
Strengthen DevOps best practices within AI Engineering by coaching/teaching others.
Job Qualifications
A Bachelors or Master’s degree in Computer Science, Software Engineering or related field
2+ years proven cloud & engineering experience in development and deployment of Data and Analytics products.
Strong Python programming to write clean, maintainable code for building Data and Analytics products.
Practical experience in Test-Driven Development in Python to build strong unit tests in PyTest testing Framework
Experience in Agile, CI/CD and DEVOPS methodologies – knowledge of using appropriate tools – e.g. Jira, GitHub Actions / Azure Devops / Jenkins, unit testing (e.g. PyTest) & mocking, static code analysis (e.g. Sonarqube), source control management tools (e.g. GitHub)
K8 and connected technologies (Helm, Kustomize.io, etc.) knowledge
Logging and monitoring technologies knowledge (depending on the needs, from Logstash to Grafana, Kibana, fluentd)
CICD processes knowledge and development using GitHub Actions and GitHub
Infrastructure build tools and languages knowledge – Terraform, Ansible
Strong written and verbal communication in English
Preferred skills:
Experience with development and deployment of AI products to production.
Expert level Python development experience.
Experience developing and deploying production software.
A history of solving hard problems with creative solutions.
Experience with cloud native development on Microsoft Azure, Amazon Web Services.
Experience with source control management tools (GitHub)
Desire to write testable code, and the test coverage to go along with it.
CI/CD tools knowledge and experience, familiar working in a DevOps environment.
Strong problem-solving skills paired with experience in programming.
Ability to communicate technical concepts to teammates and non-technical colleagues.",software engineer
