index,company_name,job_title,job_location,job_employment_type,job_seniority,job_experience_level,job_industry,job_salary_range,job_salary_frequency,job_post_start_date,job_post_close_date_list,job_description,original_job_title
57,FLOTECH CONTROLS PTE LTD,Cloud Engineer,438 TAGORE INDUSTRIAL AVENUE 787814,Full Time,Professional,3 years exp,"Design, Engineering, Information Technology, Professional Services","$4,500to$8,000",Monthly,,Closing on 30 Mar 2024,"We are looking for a Cloud Engineer to design, setup and implement various Cloud-based Industrial IoT, Analytics and Artificial Intelligence projects. You will work closely with software development and project teams to develop secure and robust cloud solutions that can provide real-time data, analytics, and system diagnostics for a range of Industrial IoT applications.

Roles and Responsibilities
Design, setup, configure and upgrade existing and new cloud-based projects using cloud services on AWS and Azure.
Work closely with project and software development teams to design and architect cloud-based solutions.
Build and deploy containerised application solutions and services such as Docker / Kubernetes.
Implement application security guidelines on the setup and configuration of Cloud Services.
Perform security hardening of containers, VM and services.
Design and Configure Cloud Networking Solution.
Design and implement CI/CD pipelines.
Design, develop and implement infrastructure-as-code (IaC) solutions.
Requirements
At least a diploma in Computer Science, Computer Engineering or equivalent.
Minimum 3-5 years of cloud technology implementation on AWS / Azure.
Experience in building and implementing infrastructure-as-code (IaC).
Experience with containerisation technologies such as Docker / Kubernetes for deployments on either AWS/Azure.
Experience in setup, configuration, and deployment of AWS / Azure Cloud native services.
Experience in setup and configuration of application and database health and performance monitoring.
Experience in Windows/Linux administration.
Knowledge in technology domains such as virtual servers, networking, internet protocols, scripting & monitoring tools.
Strong analytical and problem-solving skills, able to work in teams.",cloud engineer
58,ARGYLL SCOTT CONSULTING PTE. LTD.,Cloud Engineer,Islandwide,Contract,Senior Executive,4 years exp,Information Technology,"$6,000to$9,000",Monthly,8 applications,Closing on 03 Apr 2024,"We are looking for a Cloud Engineer for a 12-month contract role. This role is extendable based on your performance.
You will be reporting into the Lead Architect project working on a digital transformation project.
Main Responsibilities:
Work majorly on resource provisioning, migration, configuration in Azure using Terraform.
Design, deploy, test, and maintain Azure infrastructure services and solutions, applying Chubb IaC principles and using tools such as Terraform, ARM templates, and PowerShell.
Build scalable and reusable terraform scripts to deploy infrastructure for applications according to approved design patterns and Chubb standards.
Coordinate with networking, firewall, security, applications teams while implementing cloud solutions.
Closely work with AD team to create necessary app registrations, service principles that are required for azure services to authenticate and authorize.
Collaborate with Solution Architect and application team to identify, create, and deploy cloud-based solutions.
Participate in designing and implementing monitoring and alerting systems to detect and respond to infrastructure issues.
Create and maintain technical documentation that supports Azure infrastructure development, deployment, and management efforts.
Required Skills & Experience:
Bachelor’s degree in computer science, Information Technology, or a related field.
4+ years of relevant experience
Hands-on experience in Azure cloud engineering work is highly preferred. But if you have limited experience in Azure but have strong experience in AWS we will be happy to consider.
Strong experience with Azure / AWS cloud services, as well as with IaC principles and tools such as Terraform, ARM templates, and PowerShell.
Expert Knowledge of configuration management and automation tools such as Ansible, Terraform.
Experience with DevOps tools and methodologies, such as Git, Jenkins, and with CI/CD pipelines.
Experience with containerization technologies such as Docker and Kubernetes are a plus.
Excellent problem-solving skills, troubleshooting skills, and strong attention to detail.
Strong ability to work in a fast-paced, dynamic environment and coordinate multiple projects simultaneously.
If you are interested in this position, please feel free to apply for this role.

Argyll Scott Singapore Pte Ltd",cloud engineer
59,SHELL INFOTECH PTE. LTD.,Cloud Support Engineer,"CT HUB, 2 KALLANG AVENUE 339407","Contract, Full Time",Professional,3 years exp,Information Technology,"$4,500to$6,500",Monthly,13 applications,Closing on 07 Apr 2024,"Degree / Diploma in Electrical / Electronic / Computer Engineering / Information Systems or related discipline with minimum 3 relevant experience.
At least 1 year technical hands-on experience on AWS Cloud and/or Redhat Enterprise system implementation and support.
Good knowledge in AWS architecture, network infrastructure, Active Directory, Linux Servers; hands-on experience on OS patching and hardening.
Managing system in cloud environments in accordance with the project requirement and system support role.
Manage full system stacks from the OS through custom applications and system security using cloud-based computing environments.
Monitor and analyse systems performance data, syslog, sysreport and tunes operating system (Linux and/or Windows) running in Cloud environment.
Certification as an AWS or equivalent Cloud Computing Engineer is preferred. Certification in Linux System is an added advantage.",cloud engineer
60,BEATHCHAPMAN (PTE. LTD.),Security Engineer (Cloud Infra) – Regional Digital Bank,"TWENTY ANSON, 20 ANSON ROAD 079912",Permanent,Senior Executive,6 years exp,Information Technology,"$7,000to$10,000",Monthly,2 applications,Closing on 21 Apr 2024,"Partner closely with CISO of a front-running FinTech in digital banking space
Cloud environment with direction in automation; high growth environment
Responsibilities:
Partner closely with infrastructure dpt on security matters and solutions; end-to-end lifecycle
Security patch rollouts across cloud platforms, data centre systems
Maintain and formulate cloud security policies, including cloud desktop security policies
Oversee, implement and administer all infrastructure related security solutions; including but not limited to firewall, Web Application Firewall (WAF), Mobile Device Management (MDM), IAM systems, Key Management Systems (KMS), Hardware Security Modules (HSM)
Security Posture management and engagement, especially in cloud environment
Resolve and troubleshoot incidents in security systems and device outages with respective IT teams and vendors
Comply with MAS and regulator security requirements and ensure the bank is up to industry security standards
Requirements:
BS/MS in Computer Science/Cybersecurity with 5+ years experience in network security, endpoints security, and identity access management.
Experience with cloud-based security systems and services implementation and operation; understanding of cloud computing, OS, networking, and their security aspects.
Knowledge of technical security controls aligned with frameworks like NIST CSF, MAS TRMG, MAS Cloud Advisory.
Experience deploying and automating security systems; comfortable with handling configurations
Proficiency in English and Chinese for communication with regional stakeholders for internal & external communications and engagement
If you are interested in the above job or other related cyber security positions, please send your updated CV to Shannagh.Wu@ethosbc.com

Reg No.R23112660
BeathChapman Pte Ltd
Licence no. 16S8112",cloud engineer
61,TP-LINK CORPORATION PTE. LTD.,Cloud Security Engineer,"SUNTEC TOWER ONE, 7 TEMASEK BOULEVARD 038987","Permanent, Full Time",Fresh/entry level,,"Information Technology, Sciences / Laboratory / R&D","$4,000to$7,000",Monthly,10 applications,Closing on 20 Apr 2024,"Responsibilities:
1. Establish and Enhance Cloud Security Compliance:
Build and improve the cloud security and compliance framework.
Research industry security products and compliance practices and apply them to the company's cloud services.
2. Respond to Online Security Issues:
Provide professional solutions and security recommendations to address online security incidents.
Ensure timely resolution of security events.
3. Track Industry Security Cases:
Study the technical principles behind industry security incidents.
Internally share knowledge related to security cases.
4. Conduct Regular Security Audits:
Engage in red team-blue team exercises with the testing team.
Ensure the overall security of the system.
Requirements:
Education: Bachelor's degree or higher.
Relevant Majors: Background in Electronics, Telecommunications, Computer Science, Network Engineering, or Software Engineering.
Programming Language Skills: Proficiency in at least one of Java, Python, or Go, ability to solve problems through programming.
Security Experience: Prior experience in web application security, network security, container security, or data security is advantageous.
Soft Skills: Strong logical thinking and rigorous problem-solving abilities, excellent learning capacity, communication skills, and teamwork spirit, passion for technology and a desire to contribute to technical advancements.
Ability to speak and write in Chinese as the incumbent requires to liaise with the China HQ counterparts/personnel for work or project related matters",cloud engineer
62,TECHNOPALS CONSULTANTS PTE. LTD.,Cloud Engineer(Infrastructure),"VISION EXCHANGE, 2 VENTURE DRIVE 608526",Contract,Professional,,Information Technology,"$7,000to$11,000",Monthly,10 applications,Closing on 03 Apr 2024,"Cloud Engineer Responsibilities:
Collaborating with engineering and development teams to evaluate and identify optimal cloud solutions.
Modifying and improving existing systems.
Educating teams on the implementation of new cloud technologies and initiatives.
Designing, developing and deploying modular cloud-based systems.
Developing and maintaining cloud solutions in accordance with best practices.
Ensuring efficient functioning of data storage and processing functions in accordance with company security policies and best practices in cloud security.
Identifying, analyzing, and resolving infrastructure vulnerabilities and application deployment issues.
Regularly reviewing existing systems and making recommendations for improvements.
Interacting with clients, providing cloud support, and making recommendations based on client needs.
Cloud Engineer Requirements:
Degree in computer science or a similar field.
At least 3-5 years of experience in the field of cloud computing.
Experience with CI/CD systems.
Experience with SysOps.
Azure, AWS, or GCP certifications are preferred.
Troubleshooting and analytical skills.
Good communication and collaboration skills.
Client management skills.",cloud engineer
63,STAR CAREER CONSULTING PTE. LTD.,Cloud Engineer,Islandwide,"Contract, Full Time",Executive,4 years exp,Information Technology,"$6,000to$9,000",Monthly,5 applications,Closing on 30 Mar 2024,"Responsibilities:
Design, deploy, manage, and maintain the network infrastructure for cloud-based systems.
Configuring and maintaining network devices such as routers, switches, firewalls, load balancers, and VPN.
Monitoring the performance of the cloud network and identify any potential issues like setting up monitoring tools and alerts, analyzing network traffic, and working with other teams to troubleshoot issues.
Implementing security measures to ensure that the cloud network is secure by implementing security measures such as firewalls, access controls, and intrusion detection and prevention systems.
Collaborating with other members of the team, including developers, system administrators, and security analysts to ensure that the cloud network is working effectively.
Regularly review existing services, participating in training programs, and keeping abreast of new emerging technologies.
Requirements:
Any AWS / Azure / GCP/ CCNA or equivalent certification and knowledge will be advantageous.
Experienced in Linux and Linux-based networking appliances
Ability to conduct research into cloud networking solutions, connectivity requirements, cloud-to-cloud and cloud-to-on premise
Resourceful, with strong problem-solving skills and ability to work in a high-functioning team as well as independently
Diploma / Degree in IT with proven technical knowledge and expertise.
2 years of design/implementation experience with networks, servers, cloud services

We respect your privacy and all communication will be treated with confidentiality.
If you have meet the job requirements that we are looking for or wish to find out more on this role, please contact us or apply in-confidence to us with your updated resume in MS Words format to : kelvin@starcareerconsulting.com

*Only shortlisted candidate will be notified.

Lee Soo Hong (Reg. No. R1872625)
STAR CAREER CONSULTING PTE. LTD
EA License: 20C0353",cloud engineer
64,ASPIRE NXT PTE. LTD.,DevOps Engineer,"SUNTEC TOWER TWO, 9 TEMASEK BOULEVARD 038989",Contract,Professional,3 years exp,"Banking and Finance, Information Technology","$9,500to$15,000",Monthly,25 applications,Closing on 03 Apr 2024,"Job Role
DevOps Engineer

Job Summary
The DevOps engineer will be part of a team to implement, maintain and upgrade DevOps automation tools and
infrastructure. The team will automate application deployment processes using industry leading CI/CD pipeline
tools, monitor deployment and system performance, and troubleshoot issues. The team is also responsible for
ensuring the automation tools are upgraded and patched in a timely manner.
Key Responsibilities
• Coding and developing new DevOps scripts automation with CI/CD pipelines through Jenkins, Cloudbees,
Bitbucket, etc
• Supporting and maintaining full stack DevOps toolsets. (Jira, Confluence, Bitbucket, Cloudbees, Jenkins,
SonarQube, Nexus IQ, Fortify )
• Able to code, script, automate, innovate full DevOps automation capabilities to enhance and elevate
automation from manual human tasks
• Always able to find ways to automate, develop scripts, innovate new ideas to reduce human work and
repetitive tasks.
• Deep knowledge on DevOps tools API automation capabilities
• Troubleshoot, deep dive RCA and fix DevOps platform issues
• Supporting DevOps toolsets running on AWS, container clusters and Kubernetes.

What we are looking for
• Deep experience as a DevOps or DevSecOps practitioner in a critical Production environment
• Deep technical experience in server-side Unix/Linux/PowerShell scripting
• Prior working experience installing, configuring, integrating, upgrading and patching CI/CD toolset
• Prior experience is customizing JIRA and Setting up confluence spaces.
• Passionate about cloud infrastructure, CI/CD pipelines and automation
• Ability to easily pick up new technologies: you are keen to learn and to expand your knowledge
• Customer centricity: you always go above and beyond to deliver a first-class service to your users
• Highly proficient with Linux Systems Administration and network fundamentals (IPv4, TCP, UDP, DNS, HTTP,
TLS, routing, load-balancing)
• Proficient with AWS VPC, EC2, IAM, S3, EKS, EFS
• Proficient with ELK, Grafana and Ansible
• Proficient with Terraform, Docker/containers and Kubernetes",cloud engineer
66,STAR CAREER CONSULTING PTE. LTD.,Cloud & Security Engineer,Islandwide,"Contract, Full Time",Executive,4 years exp,Information Technology,"$6,000to$9,000",Monthly,3 applications,Closing on 11 Apr 2024,"Responsibilities:
Design, deploy, manage, and maintain the network infrastructure for cloud-based systems.
Configuring and maintaining network devices such as routers, switches, firewalls, load balancers, and VPN.
Monitoring the performance of the cloud network and identify any potential issues like setting up monitoring tools and alerts, analyzing network traffic, and working with other teams to troubleshoot issues.
Implementing security measures to ensure that the cloud network is secure by implementing security measures such as firewalls, access controls, and intrusion detection and prevention systems.
Collaborating with other members of the team, including developers, system administrators, and security analysts to ensure that the cloud network is working effectively.
Regularly review existing services, participating in training programs, and keeping abreast of new emerging technologies.
Requirements:
Any AWS / Azure / GCP/ CCNA or equivalent certification and knowledge will be advantageous.
Experienced in handling Cloud and Security administration.
Ability to conduct research into cloud networking solutions, connectivity requirements, cloud-to-cloud and cloud-to-on premise
Resourceful, with strong problem-solving skills and ability to work in a high-functioning team as well as independently
Diploma / Degree in IT with proven technical knowledge and expertise.
4 years of Cloud and Security design/implementation experience.

We respect your privacy and all communication will be treated with confidentiality.
If you have meet the job requirements that we are looking for or wish to find out more on this role, please contact us or apply in-confidence to us with your updated resume in MS Words format to : kelvin@starcareerconsulting.com

*Only shortlisted candidate will be notified.

Lee Soo Hong (Reg. No. R1872625)
STAR CAREER CONSULTING PTE. LTD
EA License: 20C0353",cloud engineer
67,RIDIK SOFTWARE SOLUTIONS PTE. LTD.,Cloud Operations Engineer,"PAYA LEBAR SQUARE, 60 PAYA LEBAR ROAD 409051",Full Time,Senior Management,15 years exp,Information Technology,"$9,000to$10,000",Monthly,6 applications,Closing on 27 Mar 2024,"Job Duties:
Deploy and configure solutions in the cloud.
Automate cloud operations, develop infrastructure automation scripts and participates in the continuous improvement of cloud solutions.
Participate in the specification, setup and run Proof of Concepts and demonstrations of cloud solutions.
Administer and maintain servers across virtual platforms.

Job Requirements:
Experience in highly critical production applications: Robotics and automations for Infrastructure as a service (IAAS) and Platform as a service (PAAS), experience in AWS, Infrastructure Automation Engineering, Azure and private cloud, ITRS GENEOS, Dynatrace monitoring implementations, Global transaction Messaging, Compliance, Anti-Money laundering (AML) systems, high value Payment Processing Systems, SWIFT RMA, SWIFT Alliance Gateway and others related systems.
Production Technologist for bank's Platform as a service (PAAS) program to migrate old infrastructure to new cloud based platform. I work with Infrastructure Automation Engineering team and also provide support to global user community in using Marketplace portal which is a one stop shop for new infrastructure and related tools.
Environments, platforms and tools: HP Cloud Service Automation (HP CSA), ITRS GENEOS, Dynatrace, Splunk, Robo-mongo (3T)
Azure Fundamentals, ITIL Foundation - Certified. Incident management, Problem management, Change Management, Release and Deployment management and Event Management expertise.
Experience in : UNIX, Kibana, Elasticsearch, Logstash, Ansible, Amazon Web Services (AWS) and Microsoft Azure practitioner.",cloud engineer
68,NEW TONE CONSULTING PTE. LTD.,Cloud System Engineer,"TOKIO MARINE CENTRE, 20 MCCALLUM STREET 069046",Full Time,Executive,3 years exp,Information Technology,"$5,000to$7,500",Monthly,5 applications,Closing on 07 Apr 2024,"We are looking for a skilled Cloud System Engineer to join our client’s team and lead the successful deployment of cloud solutions.

Responsibilities:
Plan, design, and implement cloud infrastructure solutions with hybrid/multi-cloud requirements, utilizing Microsoft Azure and/or AWS, alongside on-premise virtualization and hyperconverged solutions.
Develop comprehensive architecture artifacts and documentation to effectively communicate and present solution designs to stakeholders.
Ensure seamless integration of networking, servers, and systems products within the infrastructure, guaranteeing optimal functionality.
Conduct requirements specifications and generate project documentation, including configuration documentation for smooth implementations.
Prepare and execute User Acceptance Tests, providing relevant test documentation to validate the efficiency of implemented solutions.
Optionally take on additional responsibilities related to system and system products, including high availability networking, Nex-Gen firewall implementation, high availability servers, OS and clustering for Linux and/or Microsoft Windows, storage and backup systems implementation, system monitoring and management, and more.
Implement high availability on databases (RDBMS/NoSQL), message queues systems, Kubernetes clusters, API management, ESB, web app servers, SFTP servers, proxy/reverse proxy servers, Kafka, RabbitMQ, AMQP, Microsoft Active Directory or LDAP, IAM/IDM systems, Network Load Balancing, Global LB systems, multi-site and/or disaster recovery site implementation, and backup, restoration, and DR switch/failover.
Qualifications:
Experience in networking, storage, compute, and security deployment.
The following certifications are an advantage:
- Azure or AWS
- CISSP or CEH
- CISCO networking
- VMware
The following experiences are considered an additional advantage:
- System hardening and VAPT
- IaaS or PaaS implementation
- System Management: system logs and health monitoring/workflow implementation
- SIEM: security logs and security event monitoring/workflow implementation
- Backup and restoration of systems
- DevSecOps
- CI/CD system infra and middleware implementation (Bamboo/Jenkins, Jira, Confluence, SAST and DAST)",cloud engineer
69,ALTROCKS TECH PTE. LTD.,Cloud Support Engineer,"LINK@AMK, 3 ANG MO KIO STREET 62 569139",Full Time,Executive,1 year exp,Information Technology,"$5,000to$7,000",Monthly,Posted 07 Mar 2024,Closing on 06 Apr 2024,"▪ At least 1 year technical hands-on experience on AWS Cloud and Redhat Enterprise system implementation and support
▪ Certification as an AWS or equivalent Cloud Computing Engineer is preferred. Certification in Linux System is an added advantage
▪ Good knowledge in AWS architecture, network infrastructure, Active Directory, Linux Servers; hands-on experience on OS patching and hardening.
▪ Managing system in cloud environments in accordance with the project requirement and system support role
▪ Manage full system stacks from the OS through custom applications and system security using cloud-based computing environments",cloud engineer
70,UC TECH PTE. LTD.,AWS Cloud Engineer,"CT HUB 2, 114 LAVENDER STREET 338729",Full Time,Professional,2 years exp,Information Technology,"$7,000to$13,000",Monthly,41 applications,Closing on 30 Mar 2024,"(ONLY SINGAPOREANS WILL BE CONSIDERED)

Job Description:
Planning of the project together with other developers
Development of the application structure
Creating a cloud product
Debugging the application
Carrying out disaster recovery
Applying development optimization tools
Automation of work processes, such as deployment
Bug detection and fixing
Creation of various product features
Identifying the best cloud tech stack for the project
Bringing the product to market
Implementing modifications and updates after the release
Job Requirements:
2+ years of experience in a similar position
A bachelor's or master's qualification in computer technology
Expert coding proficiency
Excellent knowledge of AWS tools
The ability to conduct testing at different levels and stages of the project
Knowledge of scripting languages
Experience with DevOps
Knowledge of optimization, automation, integration and productivity tools
Knowledge of relevant libraries and security protocols",cloud engineer
71,COMBUILDER PTE LTD,Cloud Engineer III,Islandwide,Contract,Executive,10 years exp,Information Technology,"$10,500to$11,500",Monthly,4 applications,Closing on 05 Apr 2024,"Responsibilities:
Architect, design and implement infrastructure in AWS or Azure cloud based on customer requirements.
Migrating on-premises infrastructure to cloud.
Implementing High Availability, Backup & Recovery solutions on Azure & AWS, and preparing technical documents.
Deploying, configuring, and managing infrastructure components, including servers, storage systems, virtualization platforms, and network devices.
Deploy, manage, and operate highly available & scalable cloud systems.
Review and approved Vulnerability Assessment and Security Assessment report, provide / implement solutions for infra and provide suggestions to application team.
Liaise with product vendors in implementing the cloud solutions.
Under minimal direction, plans and conducts research in application technologies in support of business objectives.
Preparing documents - the desired future state of infra-architecture, and the gaps between current and future states. Define transition plans to close the gaps.
Ensuring the stability, security, and performance of the cloud systems.
Collaborating with cross-functional teams to understand cloud infrastructure requirements and develop appropriate solutions.
Perform cloud infrastructure activities including Patch management, Antivirus and Backup operations, Install & Configure Windows server roles (Active Directory, DNS & IIS), configuration of SMTP, SFTP & DHCP, etc.
Conducting regular system monitoring, troubleshooting, and performance tuning to ensure optimal operation and minimize downtime.
Implementing security measures, including firewalls, access controls, and encryption, to protect the organization's infrastructure and data.
Managing backup and disaster recovery plans and procedures to ensure business continuity.
Assessing emerging technologies and making recommendations for cloud infrastructure improvements and optimizations.
Documenting infrastructure configurations, procedures, and processes.
Requirements:
Bachelor’s degree in computer science, Information Technology, or a related field.
Certified in both Azure and AWS minimally in one of the following areas Administration, Architecture, & DevOps
Proven experience as a Cloud Engineer, with clear understanding of cloud and on-premises infrastructure and network components.
Hands-on experience in migrating on-premises infrastructure to cloud.
Good knowledge of infrastructure components, including servers, storage systems, networking, and virtualization.
Understands clustering concepts (Windows & SQL), (DR) & High-Availability (HA), Knowledge on Load balancers, WAF & DDOS, Hypervisors & Virtualization
Proficiency in infrastructure automation and configuration management tools (e.g., Terraform, Ansible, Puppet, Chef).
Knowledge / Experience in installation / configuration of enterprise applications and tools will be a key consideration. (ex. Office 365, SharePoint, CRM, K2, and Nintex)
Solid understanding of security principles and experience in implementing security measures. Has clear understanding of security components (Ex. WAF, Jump Host, proxy, key vault, multifactor authentication, Endpoint Protection, IPS, Security Incident Management, etc.)
Proficient in scripting and programming languages (e.g., Python, PowerShell, Bash).
Experience with monitoring tools and methodologies for infrastructure performance and availability.
Excellent problem-solving and troubleshooting skills. Troubleshoot, diagnose, and resolve reported issues ensuring timely resolution.
Strong communication and collaboration skills to work effectively with cross-functional teams.
Experience working in GDC, GPC, GCC projects will be an added advantage (SG Specific)",cloud engineer
72,STAR CAREER CONSULTING PTE. LTD.,Cloud Engineer,Islandwide,"Contract, Full Time",Executive,4 years exp,Information Technology,"$6,000to$9,000",Monthly,3 applications,Closing on 26 Mar 2024,"Responsibilities:
Design, deploy, manage, and maintain the network infrastructure for cloud-based systems.
Configuring and maintaining network devices such as routers, switches, firewalls, load balancers, and VPN.
Monitoring the performance of the cloud network and identify any potential issues like setting up monitoring tools and alerts, analyzing network traffic, and working with other teams to troubleshoot issues.
Implementing security measures to ensure that the cloud network is secure by implementing security measures such as firewalls, access controls, and intrusion detection and prevention systems.
Collaborating with other members of the team, including developers, system administrators, and security analysts to ensure that the cloud network is working effectively.
Regularly review existing services, participating in training programs, and keeping abreast of new emerging technologies.
Requirements:
Any AWS / Azure / GCP/ CCNA or equivalent certification and knowledge will be advantageous.
Experienced in Linux and Linux-based networking appliances
Ability to conduct research into cloud networking solutions, connectivity requirements, cloud-to-cloud and cloud-to-on premise
Resourceful, with strong problem-solving skills and ability to work in a high-functioning team as well as independently
Diploma / Degree in IT with proven technical knowledge and expertise.
2 years of design/implementation experience with networks, servers, cloud services

We respect your privacy and all communication will be treated with confidentiality.
If you have meet the job requirements that we are looking for or wish to find out more on this role, please contact us or apply in-confidence to us with your updated resume in MS Words format to : kelvin@starcareerconsulting.com

*Only shortlisted candidate will be notified.

Lee Soo Hong (Reg. No. R1872625)
STAR CAREER CONSULTING PTE. LTD
EA License: 20C0353",cloud engineer
73,STAR CAREER CONSULTING PTE. LTD.,Cloud Engineer,Islandwide,"Contract, Full Time",Executive,4 years exp,Information Technology,"$6,000to$9,000",Monthly,16 applications,Closing on 26 Mar 2024,"Responsibilities:
Design, deploy, manage, and maintain the network infrastructure for cloud-based systems.
Configuring and maintaining network devices such as routers, switches, firewalls, load balancers, and VPN.
Monitoring the performance of the cloud network and identify any potential issues like setting up monitoring tools and alerts, analyzing network traffic, and working with other teams to troubleshoot issues.
Implementing security measures to ensure that the cloud network is secure by implementing security measures such as firewalls, access controls, and intrusion detection and prevention systems.
Collaborating with other members of the team, including developers, system administrators, and security analysts to ensure that the cloud network is working effectively.
Regularly review existing services, participating in training programs, and keeping abreast of new emerging technologies.
Requirements:
Any AWS / Azure / GCP/ CCNA or equivalent certification and knowledge will be advantageous.
Experienced in Linux and Linux-based networking appliances
Ability to conduct research into cloud networking solutions, connectivity requirements, cloud-to-cloud and cloud-to-on premise
Resourceful, with strong problem-solving skills and ability to work in a high-functioning team as well as independently
Diploma / Degree in IT with proven technical knowledge and expertise.
2 years of design/implementation experience with networks, servers, cloud services

We respect your privacy and all communication will be treated with confidentiality.
If you have meet the job requirements that we are looking for or wish to find out more on this role, please contact us or apply in-confidence to us with your updated resume in MS Words format to : kelvin@starcareerconsulting.com

*Only shortlisted candidate will be notified.

Lee Soo Hong (Reg. No. R1872625)
STAR CAREER CONSULTING PTE. LTD
EA License: 20C0353",cloud engineer
74,ITCONNECTUS PTE. LTD.,Cloud Engineer,Islandwide,Contract,Professional,5 years exp,Information Technology,"$5,500to$7,000",Monthly,5 applications,Closing on 19 Apr 2024,"Must have skills:

1) Design, Implementation and Operational cloud services AWS, Microsoft Azure
2) Administrate, configure and troubleshoot Linux OS and applications in Linux environments.
3) Experience in IaC Terraform Deployment and Management.
3) Working experience with ECS and EKS in AWS.
4) Experience in Redhat Linux Operating Systems
5) Experience in RHEL System Administration, Deployment and Upgrades, System Automation and Scripting, Security and Compliance.",cloud engineer
75,AVENSYS CONSULTING PTE. LTD.,Cloud Engineer,"VERTEX, 33 UBI AVENUE 3 408868",Contract,Executive,3 years exp,Information Technology,"$7,000to$8,500",Monthly,17 applications,Closing on 04 Apr 2024,"Avensys is a reputed global IT professional services company headquartered in Singapore. Our service spectrum includes enterprise solution consulting, business intelligence, business process automation and managed services. Given our decade of success we have evolved to become one of the top trusted providers in Singapore and service a client base across banking and financial services, insurance, information technology, healthcare, retail and supply chain.
We are currently looking to hire a Hybrid IT Cloud Engineer L2-L3 (Cloud/OnPrem). This is an exciting opportunity to expand your skill set, achieve job satisfaction and work-life balance. More details as below.
JOB TYPE
1-year renewable contract
RESPONSIBILITIES
· Install and configure software and hardware.
· Manage servers and other related technology tools.
· Set up accounts and servers.
· Monitor performance and maintain systems according to requirements.
· Work with users and vendors to take timely and appropriate steps to resolve and troubleshoot issues impacting service levels and conduct root cause analysis.
· Ensure security through access controls, backups, and hosts firewalls.
· Ensure patching is done monthly and systems are upgraded with new releases and models.
· Ensure systems always comply with security policies, including vulnerability assessment, patching, and hardening.
· Respond promptly to Incidents and SRs
· Generate and Review Accounts monthly or as per required.
· Researching and recommending new approaches to improve the computer system.
· Providing technical support when requested within and after office hours.
· Develop expertise to train staff on new technologies.
· Build internal technical documentation, manuals and IT policies.
REQUIREMENTS
Possess the relevant qualifications and/or be proficient in the following areas:
· Minimally Five (3-5) years hands-on experience in administration of servers and Cloud Operations (AWS and Azure).
· Working experience with ECS and EKS in AWS.
· Good working experience with Linux platform.
· Working experience with Microsoft Hyper-V, VMWare ESXi’s & vCenter, Nutanix, Azure and AWS experience.
· Knowledgeable in Windows Operating Systems 2012/2016/2019/2022 Server.
· Knowledgeable in Active Directory, DHCP, DNS, Group Policy, IIS, SCCM, WSUS, Windows Cluster.
· Preferably experience in Commvault/Netbackup Veritas Backup Products.
· Preferably experience in TrendMicro/Symantec Anti-virus products.
· Knowledge with storage products.
· Resourcefulness and problem-solving aptitude.
· Proficient in coordinating and communicating customer requirements.
· Proficient in Windows scripting.
· Able to handle demanding service response and recovery turnaround.
· Able to manage daily support tasks to meet stringent SLA requirements.
· Excellent scheduling and multitasking skills.
· Meticulous and process-oriented.
· Good, hard-working attitude with ability to work well under pressure.
· Good communication skills English (written, spoken).
· Good analytical skills with ability to work with others to resolve problems..
· Good organization skills, with ability to properly document and track information.
· Good understanding with Application tiers, IIS, Databases.
· Good understanding with Change Management processes.
· Having experience in WOG environment is a plus.
· Regular 8x5 support (shift rotation but no graveyard), required to be on standby for 7x24 support. Expected to work during off-peak hours on system activities.
· Basic understanding of Linux OS and willing to be cross trained in Linux/Unix environment.
· Basic Networking knowledge is a plus.
· Preferably certified in RHEL, Microsoft Certified Systems Engineer (MCSE), Microsoft Certified Systems Administrator (MCSA), ITIL or equivalent.
· AWS SysOps Certified a must.
WHAT’S ON OFFER
You will be remunerated with an excellent base salary and entitled to attractive company benefits. Additionally, you will get the opportunity to enjoy a fun and collaborative work environment, alongside a strong career progression.
To submit your application, please apply online or email your UPDATED CV in Microsoft Word format to keerthana@aven-sys.com.Your interest will be treated with strict confidentiality.
CONSULTANT DETAILS
Consultant Name: Keerthana Ramakrishnan
Avensys Consulting Pte Ltd
EA License 12C5759
Privacy Statement: Data collected will be used for recruitment purposes only. Personal data provided will be used strictly in accordance with the relevant data protection law and Avensys' privacy policy.",cloud engineer
