index,company_name,job_title,job_location,job_employment_type,job_seniority,job_experience_level,job_industry,job_salary_range,job_salary_frequency,job_post_start_date,job_post_close_date_list,job_description,original_job_title
74,FAR EAST MANAGEMENT (PRIVATE) LIMITED,Data Analyst,6 Woodlands Square 737737,Permanent,Senior Executive,5 years exp,Information Technology,"$4,000to$5,500",Monthly,100 applications,Closing on 11 Apr 2024,"Responsibilities:
1. End-to-end experience in dashboard development. Should have ability to gather business requirements, design dashboard UI, create BRD and lead development of dashboards.
2. Collaborate with cross functional teams comprised of end users, management, and vendors.
3. Provide exploratory and diagnostic analysis to resolve complex business queries for area of responsibility.
4. Monitor and improve adoption of data analysis and visualisation tools in all business units by providing end user trainings and engagement.
5. Establish and maintain operational workflow and processes for data and analytics platform.
6. Work closely with Data Management Lead and Data Architect / Data Engineer to ensure solutions are continually improved to synchronise with business processes.
7. Adapt to new data technologies in the industry and plan for continuous integration and upgrade of the existing solutions.
8. Drive the organization-wide data literacy training programme to upskill the workforce to be data-savvy and data- driven in business decisions.

Requirements:
1. Degree holder preferably in Finance / Statistics / Business Analysis /Computer Science.
2. Hands-on experience designing and maintaining major data visualisations and reporting technologies.
3. Experience working with major data related technologies, such as ETL, Databases, and Business Intelligence.
4. Strong business understanding paired with strong technical skills, to convey business requirements to technical specifications.
5. Strong understanding and hands-on experience with data preparation, staging, management, and analytics.
6. Experienced with developing projects in Tableau platform and SAP Cloud Platform (Full-stack WebIDE, HANA-as-a-service, Smart Data Integration) will be an advantage.
7. Strong aptitude for numbers and comfortable handling large volumes of data.
8. Strong understanding of data modelling, workflow, and processes.
9. Ensures documentation of processes, analytics design, measure definitions, data integration, and development.
10. Good team player and process driven.
11. Good verbal and written communication skills.",data analyst
75,SYNAPXE PTE. LTD.,Data Analyst,6 SERANGOON NORTH AVENUE 5 554910,"Part Time, Permanent",Professional,5 years exp,Information Technology,"$5,000to$9,000",Monthly,171 applications,Closing on 29 Mar 2024,"The is a new Business Analyst role to perform business analyst work for C3 - Healthcare Command, Control and Communication (C3) System's extension. He / She will be working with the C3 vendors to gather the requirements, perform data analysis, conduct UAT and support the project Go-Live.
Role and Responsibilities
Obtain and confirm the Budgetary Quotations from the source systems and vendors
Review and critique vendors’ quotations
Write funding / requirement approval papers
Review the data designs, ETL design, table designs and perform data analysis
To ensure the interface specifications meet the IHiS data governance, guidelines and policies
Monitor the data deliverables and ensure timely availability of data for development, UAT and production
Plan and coordinate end-user training for any system implementations / enhancements / Change Requests (CRs)
Manage vendors to achieve Key Performance Indicators / Service Level Agreements and reviews of contractual Terms & Conditions (when necessary)
Assist manager in formulating application implementation strategies / best practices
Identify data and business gaps within organization’s information systems by analyzing existing systems and workflows.
Recommend effective and cost saving solutions
Support positive project-vendor relationships and resolve conflicts
Support the team in defining project requirements, tracking and documentation
Manage and track project risk and issues
For each project, support the following tasks:
Develop an application Project Charter / variation charter for source system's integration and Module Schedule
Develop risk assessment and mitigation plans
Work closely with other source systems to assess the impact and dependencies
Review project progress and ensure that the project meet the project milestones on time
Review plan, conduct and co-ordinate the data UAT by working with the end-users
Assist the managers and users to sign-off the deliverables
Ensure audit conformance throughout the project life cycle
Prepare post implementation review
Requirements / Qualifications
At least 6 years’ experience in IT Projects
Solid working experience of Business Analyst’s roles and responsibilities
Has involved in at least 2 medium to large scale projects as Business Analyst
At least 2 years’ experience in vendor managed projects
Experience in all phases of project lifecycle
Experience in budgeting (costing, cost evaluation analysis etc.)
Experience in various procurement methodology e.g. RFQ, RFP etc.
Experience in writing approval papers
Must have the knowledge and experience to perform root cause analysis",data analyst
78,MALTEM ASIA PTE. LTD.,Data Analyst (UAT_PL / SQL_SLA_SnowFlake_Denodo),"REPUBLIC PLAZA, 9 RAFFLES PLACE 048619","Permanent, Full Time",Professional,2 years exp,Information Technology,"$4,000to$8,000",Monthly,36 applications,Closing on 06 Apr 2024,"Maltem Asia is seeking a Data Analyst for a Wealth Management Client based in Singapore.

Summary :
In this role, you will be will be supporting the Data Management activities for the Enterprise Data Warehouse in major project initiative for Data Strategy Group.
Requirements :
CAT-1 cleared/eligible candidate is required for this role.
2 to 5 years of relevant experience.
Experience in Data analysis.
Experience in managing Data Reconciliation/quality checks (implementation, monitoring and troubleshooting).
Hands-on experience with Oracle PL/SQL.
Experience in performing UAT.
Able to manage SLA and queries from end users.
Experience in providing documentation support e.g. in technical/functional specifications.
Possess Finance Domain knowledge.
Good problem solving and logical thinking.
Skillset (Good to have) :
Snowflake
Denodo",data analyst
79,ADECCO PERSONNEL PTE LTD,Business Data Analyst,"SHAW CENTRE, 1 SCOTTS ROAD 228208",Permanent,Junior Executive,2 years exp,"Consulting, Human Resources","$3,800to$5,000",Monthly,85 applications,Closing on 29 Mar 2024,"About the Role

As a Data Analyst, you report to the Strategic Ops & Excellence function and play a crucial role in driving business improvement through data analysis, modelling and project implementation. With the integration of digitalization and automation tools, this function acts as a catalyst to gather stronger market share through streamlining internal processes, providing valuable insights into market trends, identifying business opportunities, and ensuring the successful execution of transformation projects. This role requires a proactive individual with strong analytical skills, excellent communication, and the ability to collaborate with multiple stakeholders.
Responsibilities:
Data Analysis and Market Research:
Utilize web scraping and other data collection techniques to gather information on market trends, industry developments, and competitor activities.
Conduct comprehensive data analysis to identify opportunities, threats, and key market insights.
Prepare reports and presentations summarizing findings to support strategic decision-making.
Internal Process Excellence:
Analyze internal business processes to identify areas for improvement and optimization.
Work closely with stakeholders to define key performance indicators (KPIs) and develop dashboards on Salesforce platform for monitoring process effectiveness.
Recommend and implement data-driven solutions to streamline workflows and enhance overall business performance.
· Data Extraction, Modeling and Forecasting:
o Develop and implement data models to forecast market trends, demand, and business performance.
o Collaborate with cross-functional teams to refine and enhance existing models, ensuring accuracy and relevance.
o Provide actionable recommendations based on data-driven insights to support strategic planning.
· Project Implementation:
o Support and participate in projects aimed at enhancing internal processes, optimizing workflows, and driving operational excellence.
o Collaborate with teams across different divisions to implement data-driven solutions that improve efficiency and effectiveness.
o Monitor and evaluate the impact of implemented projects, adjusting strategies as needed for continuous improvement.

Who we are looking for:
· Bachelor’s Degree in related field. (e.g., Data Science, Statistics, Business Analytics)
· 1 -2 years of experience in data analysis, modeling, or project management.
· Proficiency in web scraping tools and techniques.
· Strong analytical and problem-solving skills.
· Excellent communication and presentation abilities.
· Ability to work collaboratively in cross-functional teams.",data analyst
80,SP DIGITAL PTE. LTD.,Data Analyst,"SP GROUP BUILDING, 2 KALLANG SECTOR 349277",Contract,Executive,,Information Technology,"$4,700to$5,500",Monthly,274 applications,Closing on 06 Apr 2024,"Why Work for Us - We Power the Nation
Make the most of your talents and develop products that can create impact on a national scale. We are an in-house data and AI team, assembled to move with speed and deliver with quality.

We Build Reliable Solutions - For Customers, Company and Country
You will be part of the AI Centre of Excellence (CoE) team within SP Digital and together, you will innovate, create, and deploy data and digital products and services that will empower more than 3,800 employees within SP Group and improve the quality of life for the 1.5 million commercial, industrial and residential customers that SP Group serves. We build solutions that enable sustainable high-quality lifestyles and help consumers save energy and utility cost, as well as supporting national goals for a sustainable liveable city. Now, imagine the impact you can create.

SP Digital aims to use cutting edge technologies to help SP Group to revolutionize future utility/energy industry by providing better services and more efficient energy solutions to our customers. Data charter consists of data engineering, business intelligence, data science/machine learning and POC/pilot teams. We oversee and drive all data and AI initiatives for SP group. It includes the following:
Build next generation data infrastructure to collect/process/analyse different data from utility consumers, grid assets and new sustainable energy solutions.
Discover the business problems/opportunities and design data-driven solutions to improve operation/ business/ customer experience.
Uncover the actionable insights for multiple stakeholders to drive business growth.
The mission of the AI-CoE team is to help SP to become a data-driven company and create data-centric products. As an AI-CoE team member, you will be responsible for designing, developing and deploying data-driven solutions to create business value. We are looking for a data analyst who will help us process a myriad of business data and discover patterns and insights hidden in the data. Your primary focus will be in applying data wrangling and data pre-processing techniques to build high quality data marts and extract insights from these data marts to improve our customer facing products and services. You will work closely with internal stakeholders and business owners and data engineers to understand the business requirements, in-house infrastructure and help build solutions for different business users.

What You'll Do
Understand the business logics from domain experts and come up with feasible plans for the preparation of various data.
Enhance existing data via data wrangling, perform data pre-processing, cleansing, and feature engineering.
Apply appropriate data visualisation techniques and create data dashboards to present the required insights to the business users and prepare data reports to communicate your findings.
Build agile data products and services with a team of data engineers, scientists and business users.
Do ad-hoc analysis and present results in a clear and unambiguous manner.
What You'll Need
We are looking for Passion and Data Proficiency
Data-oriented personality and ideally has experience in software engineering practices.
Excellent understanding of visualization techniques, and their pros and cons for different analyses.
Experience with common data dashboarding tools such as Power BI.
Experience with data visualization tools such as D3.js, matplotlib, etc.
Proficiency in using query languages such as SQL.
Good understanding of statistics, such as different probability distributions and A/B testing.
Good understanding of Computer Science/Engineering, Applied Mathematics, Business Intelligence/Analytics or other related areas.
We regret that only shortlisted candidates will be notified.",data analyst
81,CLC GLOBAL MANAGEMENT PTE. LTD.,Research Associate / Data Analyst (Asset Management),"ONE MARINA BOULEVARD, 1 MARINA BOULEVARD 018989","Permanent, Full Time",Junior Executive,2 years exp,"Banking and Finance, Professional Services","$8,000to$15,000",Monthly,262 applications,Closing on 06 Apr 2024,"CLC is an investment management firm with offices in Singapore and Hong Kong. Applicants are invited to apply for a research associate / data analyst position based in Singapore. The position provides the opportunity for global exposure within a supportive and performance-driven team environment.

Key responsibilities include:
Conduct in-depth research and analysis on companies, industries, economies and financial markets
Build detailed financial models and develop/use data and analytics tools
Produce internal research and presentations
Key requirements:
Strong academic background with degree in finance, economics, accounting, mathematics, statistics, computer science or other quantitative discipline
Minimum 2 years of relevant experience. Experience in quantitative analysis and statistical computing well-regarded
CFA or equivalent qualification well-regarded
Excellent financial modelling, numerical and analytical skills
Driven and passionate about research
Motivated with strong work ethic
High professional standards and integrity
Good written and verbal communication skills
Competitive remuneration commensurate with experience. Qualified applicants should submit their resume and a cover letter.
Only shortlisted candidates will be notified. All data will be used for recruitment purposes only.",data analyst
82,PERSOLKELLY SINGAPORE PTE. LTD.,Junior Data Analyst,"SINGAPORE LAND TOWER, 50 RAFFLES PLACE 048623",Contract,Junior Executive,1 year exp,Information Technology,"$3,600to$3,800",Monthly,99 applications,Closing on 11 Apr 2024,"Career exposure into government organization!
Good start for your career advancement!
6 months contract, extendable and convertible based on performance and project requirement
Monday - Friday, Central location
Job responsibilities:
Plan, coordinate and launch surveys, ensuring they are completed with a high response rate and in a timely manner
Provide regular updates of survey progress and survey statistics to senior management
Conduct after-action reviews to improve processes and propose new initiatives
Provide constant guidance and advice to survey supervisors and interviewers to ensure that the survey is conducted in a timely and reliable manner
Coordinate with survey team to provide solution for escalated cases
Multitask and prioritize due to the dynamics of the organization landscape and business needs
Develop a detailed reporting/tracking plan
Any other ad-hoc duties

Requirements
Qualification: Degree holder
Ability to plan ahead and strategize
Good communication skills
Able to work independently, but also with various stakeholders
Strong analytical skills, technically driven, problem solver, results-oriented
Having experience in project management
Programming/Coding knowledge is a plus (R, Python or SQL)
Good system knowledge in Microsoft Excel, PowerPoint, V-look up, Pivot table, Excel filter
Interested candidate please click ""APPLY"" to begin your job search journey and submit your CV directly through the official PERSOLKELLY job application platform - GO Mobile.
We regret to inform that only shortlisted candidates will be notified.
By sending us your personal data and curriculum vitae (CV), you are deemed to consent to PERSOLKELLY Singapore Pte Ltd and its affiliates to collect, use and disclose your personal data for the purposes set out in the Privacy Policy available at https://www.persolkelly.com.sg/policies. You acknowledge that you have read, understood, and agree with the Privacy Policy.
PERSOLKELLY Singapore Pte Ltd • RCB No. 200007268E • EA License No. 01C4394• Reg. R1766716 (Ng Yi Ling)",data analyst
83,TALENT TRADER GROUP PTE. LTD.,"Business Compliance Analyst (FMCG, Data)",Islandwide,"Permanent, Full Time",Executive,3 years exp,"Legal, Risk Management","$3,500to$4,500",Monthly,1 application,Closing on 21 Apr 2024,"Responsibilities:
Ensure business operations are following applicable laws and corporate guidelines.
Conduct investigation and due diligence check on company practices.
Ensure company practices are adhere to relevant standards.
Identify, address and resolve business operational issues arise
Provide business compliance support to sales department and work cross functionally to ensure compliance.
Stay up to date with trends & latest practices and inform stakeholders and management.
Oversee the company's business and sales operations.
Generate data analysis reports for managers to aid in strategic decision-making.
Implement the risk audit team's recommendations.
Enhance and include pertinent business conduct and rules initiatives.
Provide training programmes based on the company's rules of conduct and values.
Provide guidelines and ensure internal and external stakeholders are following the company's conduct, policies, guidelines, and ethical standards.
Create and implement procedures for tracking and evaluating adherence.
Ad hoc duties assigned.
Requirements:
Bachelor in Business Administration, Finance, Risk Management, Audit or equivalent.
At least 3 - 5 years of business compliance with data analysis skills.
Able to work independently will be an added advantage.
Interested candidates who wish to apply for the advertised position, please send in your resume to gs1@talenttradersg.com.
EA License No: 13C6305
Reg. No.: R24120209
For candidate who applied for the advertised position is deemed to have consented to us that we may collect, use or disclose your personal information for purpose in connection with the services provided by us.",data analyst
84,DADACONSULTANTS PTE. LTD.,Data Scientist / Data Analyst (Video Streaming),"ASCENT, 2 SCIENCE PARK DRIVE 118222",Full Time,Junior Executive,1 year exp,Advertising / Media,"$7,000to$15,000",Monthly,197 applications,Closing on 04 Apr 2024,"Key Responsibilities:
Data Analysis & Modeling: Apply advanced statistical techniques and machine learning algorithms to analyze large datasets, identifying trends, anomalies, and opportunities for improvement.
Predictive Analytics: Develop and implement predictive models to forecast viewer preferences, subscription churn, and content performance, contributing to strategic planning and decision making.
Recommendation Algorithms: Enhance and refine our content recommendation engine to personalize user experiences, increase viewer engagement, and maximize content consumption.
A/B Testing: Design and execute A/B tests to evaluate the impact of changes in our platform, analyzing results to inform product development and content strategies.
Collaboration: Work closely with product managers, engineers, and marketing teams to integrate data-driven insights into product features, marketing campaigns, and strategic initiatives.
Data Visualization: Create compelling visualizations and dashboards to communicate findings and recommendations to stakeholders across the organization.
Research & Development: Stay abreast of the latest developments in data science, machine learning, and artificial intelligence, exploring new technologies and methodologies to drive innovation.
Qualifications:
Bachelor's or Master's degree in Computer Science, Data Science, Statistics, Mathematics, or a related field.
Minimum of 3 years of experience in a data science role, preferably within the tech or entertainment industry.
Proficiency in data manipulation and analysis using Python, R, SaS, or similar programming languages.
Experience with machine learning libraries (e.g., scikit-learn, TensorFlow, PyTorch) and statistical modeling.
Strong knowledge of SQL and preferable experience with big data technologies (e.g., Hadoop, Spark).
Experience in developing and deploying recommendation systems, predictive models, and conducting A/B tests.
Excellent data visualization skills and experience with tools such as Tableau, Power BI, or similar.

------------- Send me your resume via WhatsApp ❤ WhatsApp: (https://api.whatsapp.com/send?phone=6592377799)
I regret to share that only shortlisted candidates will be notified. www.dadaconsultants.com EA Registration Number: R22108564 Data provided is for recruitment purposes only Business Registration Number: 201735941W. Licence Number: 18S9037",data analyst
85,TALENT TRADER GROUP PTE. LTD.,Data Analyst,Islandwide,"Permanent, Full Time",Executive,2 years exp,Information Technology,"$5,000to$8,000",Monthly,147 applications,Closing on 24 Mar 2024,"Responsibilities
Demonstrate understanding of the business to identify, analyse and interpret patterns or trends in data sets that help in improving business performance.
Import data from various external and internal sources to bring meaningful insights into the business.
Build and maintain tableau dashboard for departments and management to track key indicators.
To write R/Python scrips to transform existing data to obtain approximation of required data.
Identify data sources; collect data through manual or automated means; source missing data; clean, transform and organize data into usable format/structure.
Support in data flow and process flow documentation and identify gaps.
Requirements
A bachelor's degree in a related field such as mathematics, statistics, computer science, economics, or information management is required.
2 to 5 years of relevant work experience
Strong analytical skills are essential for interpreting complex data sets and identifying trends, patterns, and insights.
Proficiency in programming languages commonly used in data analysis such as Python, R, SQL, or others.
Experience with data visualization tools such as Tableau, Power BI, or Matplotlib.
Understanding of mathematical concepts such as probability, calculus, algebra, and statistics is crucial for analysing data effectively.
Understanding of business processes and objectives to provide data-driven recommendations and insights that align with organizational goals.
Familiarity with database systems and data querying languages (MS SQL).
Interested candidates who wish to apply for the advertised position, please click APPLY to submit your resume.
EA License: 13C6305
Reg. No.: R22108000
For candidate who applied for the advertised position is deemed to have consented to us that we may collect, use, or disclose your personal information for purpose in connection with the services provided by us.",data analyst
86,ELITEZ PTE. LTD.,!HR DATA ANALYST,Islandwide,"Contract, Full Time",,5 years exp,"Accounting / Auditing / Taxation, Admin / Secretarial","$4,500to$5,400",Monthly,28 applications,Closing on 11 Apr 2024,"Working Hours: Monday to Friday, 9am -6pm
Location: Raffles
Contract job until end Feb 2025

Job Scope:

A) Analytics Business Partnering
Cultivate strong relationships with stakeholders to uncover opportunities to leverage data and enable the successful delivery of reports, dashboards & analytics.
Establish and iterate our HR analytics approach to business problems via advanced analysis and understanding the data infrastructure and products
Interpret and present data insights to stakeholders to drive data-informed business decisions
Lead HR data and metrics projects to create impactful measures and indicators for organization improvement and optimization
B) Advanced Analytics & Research
Design and develop data models to support forward looking HR initiatives with predictive analytics to forecast, evaluate and analyze various business problems and objectives
Establish a scientific and systematic analysis model and methodology by combining market research, data and theory for high impact HR analysis
Job Requirements:
Minimum 5 years of experience in HR analytics, business analytics
Experienced in data analysis, analytics data models, data warehousing, data product management
Proficient in mainstream data analysis tools
Excellent communication skills and ability to influence others.
Strong analytical and problem-solving skills
Strong team player with curious and research oriented mindset to explore and tackle business problems with HR data
Attn: Kay Kwok

By submitting any application or résumé to us, you will be deemed to have agreed and consented to us disclosing your personal information to prospective employers for their consideration.
We regret to inform you that only shortlisted candidates will be notified. All applications will be treated with the strictest confidence

Elitez Pte Ltd | EA Licence: 16C8004| Kwok Kia Wei | Registration No: R2110176",data analyst
87,INCOME INSURANCE LIMITED,"Assistant Manager, Data Governance Analyst","INCOME CENTRE, 75 BRAS BASAH ROAD 189557","Permanent, Full Time",Senior Executive,3 years exp,"Banking and Finance, Information Technology, Insurance","$4,500to$8,500",Monthly,48 applications,Closing on 12 Apr 2024,"The Data and Analytics team is looking for Data Governance analysts with 3 to 5 years’ experience working in the field of Data Governance. They will be part of a team responsible for developing and implementing policies and procedures to ensure the accuracy, security, and integrity of Income’s data. They will work closely with stakeholders across the organization, including IT, legal, compliance, and business teams, to help establish data standards and controls.

Key Responsibilities:
Work with data stewards to ensure capture key business terms and definitions
Work with data stewards to define and implement data quality rules
Work with technical stewards to capture the logical data model as well as physical metadata
Work with data scientists to ensure statistical models built meet ethical AI and FEAT standards
Support business data partners and functional analysts in performing data analysis and root cause analysis
Monitor and report on data governance artefacts and data quality issues
Requirements:
3 to 5 years’ experience in data governance or data quality related roles
A bachelor’s degree in computer science, information technology or equivalent field
Proficient in SQL and in performing data analysis
Good communication skills, both written and verbal
Critical thinking and strong problem-solving ability
Experience with data analysis or data governance tools such as Informatica IDMC, Collibra desired
Experience with Data Warehouses such as Redshift/ BigQuery/ Snowflake/ Hive / S3 desired

Income Insurance is undergoing a strategic transformation across its business and technology landscape. As part of this ambitions journey, Income Insurance is looking at building its data capability across the organisation. This includes focus areas such as changing organisation culture around data, increasing the usage of data in decision making and enabling advanced concepts like ecosystem partnering, AI and ML based risk management and personalisation.

Over the years, Income Insurance has built a strong Data and Analytics team. We are now looking for passionate professionals who would like to be part of the team. They will work with experienced data scientists, data engineers, Business Intelligence experts as well as data stewards from business units across the company on data governance processes which will deliver value to Income Insurance's business.",data analyst
88,GMP TECHNOLOGIES (S) PTE LTD,Data Analyst / Scientist (Healthcare),"ONE FINLAYSON GREEN, 1 FINLAYSON GREEN 049246","Permanent, Full Time",Executive,2 years exp,Information Technology,"$4,000to$4,300",Monthly,36 applications,Closing on 10 Apr 2024,"Responsibilities:
Responsible for data preparation, data mining, to create/identify opportunities through analytics
Conduct exploratory data analysis and provide rapid iterations of analysis to refine problem and identify potential solutions
Assemble large, complex data sets from a wide variety of data sources
Interpret and communicate analytical findings and insights to technical and non-technical stakeholders in order to assist in making data-driven decisions
Contribute to the development of data science infrastructure, tools, and frameworks for efficient data analysis, experimentation, and model deployment
Abide and adhere to data governance policies in servicing data extraction or report requests, metrics and dashboards

Requirements:
Master’s / Bachelor’s Degree in a quantitative discipline (e.g., Statistics, Biomedical Informatics, Computer Science, Applied Mathematics, or similar)
3 years of relevant experiences in data analytics and governance
Demonstrated experience with Python, R, or similar programming languages
Working knowledge of data analysis tools and databases
Strong analytical skills, with experience solving problems using data and providing practical business insights
Excellent communication and interpersonal skills to effectively collaborate with diverse stakeholders
Experienced in Public Health / Pharmaceutical industry is advantageous

To apply, please visit www.gmprecruit.com and search for Job Reference: 24106

To learn more about this opportunity, please contact Yingying at yingying.lai@gmprecruit.com

We regret that only shortlisted candidates will be notified.

GMP Technologies (S) Pte Ltd | EA Licence: 11C3793 | EA Personnel: Lai Yingying | Registration No: R1110239",data analyst
89,HELIXTAP TECHNOLOGIES PRIVATE LIMITED,Data / Research Analyst,160 ROBINSON ROAD 068914,Full Time,Fresh/entry level,,Information Technology,"$3,000to$4,000",Monthly,199 applications,Closing on 13 Apr 2024,"Roles & Responsibilities

Your day-to-day will involve:

Research
Bring together rubber and commodities data from across the different regions into coherent global narratives.
Understanding of current global trade policies and supply, demand trade flows and their role in commodity markets.
Works closely with other individuals and teams to ensure accuracy and timeliness of information and publications to clients.
Prepares written correspondence and presentation of analysis.
Data & Analytics
Ability to work with numbers and spreadsheets and produce analytical editorial copy, grasping complex issues.
Conducts research including identifying new data sources and statistical analysis of results
Work with various types data sets and solve problems by applying advanced analytical methods or develop machine learning models as needed
Develop data analysis/machine learning solutions to support actionable insights and deliver data-driven machine learning solutions to support automated decision making
Some things we consider critical for this role:
Familiarity with Excel, Python/Matlab, Web scraping
Resourceful, persistent and able to thrive in a fast-paced, entrepreneurial environment
Nice to Haves:
SQL/Database management experience
Understanding of current global trade policies and supply, demand trade flows and their role in commodity markets
Ability to work with numbers and spreadsheets and produce analytical editorial copy, grasping complex issues",data analyst
90,ACHIEVE CAREER CONSULTANT PTE LTD,Data Analyst,"SINGAPORE POST CENTRE, 10 EUNOS ROAD 8 408600","Permanent, Full Time",Senior Executive,5 years exp,Others,"$4,500to$5,500",Monthly,29 applications,Closing on 03 Apr 2024,"MNC
5-day work week
Proficient in MS Excel, PowerPoint, SQL, R, Python, with expertise in ETL processes and large database management.
Our client, a leading company in their industry, is looking for an experienced candidate to join their growing business as Data Analyst.

RESPONSIBILITIES:

Conduct data preparation and analysis to derive actionable insights, generating reports supporting both strategic and operational decision-making processes.
Design, construct, and maintain data pipelines, encompassing ETL processes, data models, and data warehousing solutions, ensuring the efficiency and accuracy of data.
Drive digitalization initiatives by identifying opportunities to leverage RPA and automation solutions, enhancing the efficiency and effectiveness of daily operations.
Compile analyses and reports for management meetings, providing valuable information and insights.
Develop reporting and visualization solutions, crafting interactive dashboards and reports that offer insights to internal stakeholders.
Collaborate within cross-functional teams to contribute to the development of business models, budgets, and Key Performance Indicators (KPIs) for new projects.
REQUIREMENTS:
Bachelor's degree in Economics, Computer Science, Statistics, or related fields.
Possess a minimum of 5 years of experience in Data, Business or Systems Analysis.
Exhibit excellent quantitative analytical and critical thinking skills, demonstrating a strong understanding of financial and accounting principles.
Proficient in MS Excel, PowerPoint, SQL, R, Python, with expertise in ETL processes and large database management.
Familiarity with automation tools (e.g., RPA scripting, Power Automate, etc.) is a plus.
OTHER INFORMATION:
Location: West
Working hours: Monday to Friday, Office Hours
Salary: Salary will commensurate according to experience & qualifications.
The Company strives to achieve employee satisfaction and provides a conducive working environment, attractive incentives, and remuneration to all staff.
HOW TO APPLY:
Interested candidate, please submit your updated resume in MS WORD Format to Florence Pang Rou Jing (R23118044) :

Email – florence.pang@achievegroup.asia

or call your Friendly Consultant, Florence at 6590 9906 or WhatsApp 8655 6810 for a confidential discussion.

Please click “Apply Now” button to submit.

Please indicate the below information in your resume:

• Current & Expected salary
• Reason(s) for leaving
• Availability to commence work

YOUR SUCCESS IS OUR ACHIEVEMENT!

Notice:
We regret that only short-listed candidates will be notified. All applications will be treated with the strictest confidence. By submitting any application or resume to us, you will be deemed to have read & agreed to the terms of our Privacy Policy, and consented to us collecting, using, retaining and disclosing your personal information to prospective employers for their consideration, and for our marketing EDMs which you may opt out by unsubscribing in the mailer. You may refer and access our website at www.achievegroup.asia/privacy-policy/ for more information.

Cessation of Collection of full NRIC Numbers:
In compliance with the Personal Data Protection Act and commitment to protect candidates’ personal data, Achieve Group will cease to collect, process or use full NRIC numbers during our screening and job application process.

Kindly ensure your resumes provided to us does not contain your full NRIC number and full home address during your job application.",data analyst
91,TANGSPAC CONSULTING PTE LTD,Data Analyst (Fraud Risk Analyst),Islandwide,"Contract, Full Time",Professional,2 years exp,Banking and Finance,"$4,500to$5,500",Monthly,66 applications,Closing on 13 Apr 2024,"We are looking for a Fraud Risk Analyst to be responsible for identifying and remediating potential mules/scam-related risks within the Institutional Banking Group while providing strategic support to the Fraud Review Team.

The ideal candidate should demonstrable analytical skills along with a passion for research and discovery.

Responsibilities
Use data driven insights to improve effectiveness and recommend process optimization(s)
Identify new and emerging fraud patterns using data analytics, reports and systems
Escalate complex or unresolved fraud risk to stakeholders as required
Educate stakeholders on emerging fraud threats
Embrace new approaches to increase efficiencies, improve fraud detection and reduce risk
Actively support the Group’s Anti-Fraud strategy and other related functions
Requirements and skills
Self-initiated to resolve issues, with demonstrated ability to understand and identify appropriate solutions and/or alternatives
Strong interpersonal and communication skills
Strong analytical skills with the ability to collect, organize, analyze, and disseminate significant amounts of information with attention to detail and accuracy
Honest and ethical with high levels of integrity and confidentiality
Qualification:
Bachelors' degree in Mathematics, Computer Science, Information Management or Statistics or related -
1-2 years’ experience as a Data Analyst or Business Data Analyst -Proficient in Microsoft Word, Excel, Power point
Proficient in Python and JavaScript; experience with SQL is preferred.
Experience with common data science toolkits, such as Pandas, NumPy, Pyppeteer, Matplotlib.
Experience in ML toolkits such as scikit-learn is a plus.
Interested candidates, kindly submit your updated CV in a Word Format to: Jasmin@Tangspac.com. Only shortlisted candidates will be notify. Thank you.",data analyst
92,UNIQUE LOGISTICS INTERNATIONAL (SIN) PTE. LTD.,Electronic Data Interchange / Data Analyst,Islandwide,Full Time,Executive,1 year exp,Logistics / Supply Chain,"$3,500to$4,500",Monthly,27 applications,Closing on 17 Apr 2024,"Job description:
Analyzes and defines EDI requirements for both customers and business teams for needs and challenges to enable efficient exchange of information.
Monitor and troubleshoot EDI transactions, identifying and resolving any errors or discrepancies in a timely manner to ensure a smooth flow of information.
Provide product and technical support to customers and internal team concerning EDI guidelines and capabilities.
Responsible for testing , maintenance and troubleshooting on the EDI/B2B applications. Escalate technical queries that cannot be resolved directly to Manager and /or business teams.
Procure vendor and partner rates (e.g. ocean-freight, air-freight, handling charges, etc.).
Populate rates into Excel.
Present spreadsheets in a easy to reference format (e.g. filters, etc.).
Generate and interpret trend analysis.
Support quotation proposals, RFQs/bids, etc.

Job Requirements:
Proven experience working as an EDI Analyst or in a similar role.
Solid understanding of business processes and workflows, particularly in supply chain, logistics
Experience in Cargowise EDI
Strong attention to detail and accuracy, with the ability to handle large volumes of data and ensure data integrity.
Excellent communication and interpersonal skills, with the ability to work effectively with cross-functional teams and external partners.
Ability to prioritize and manage multiple tasks simultaneously, while meeting tight deadlines.",data analyst
