index,company_name,job_title,job_location,job_employment_type,job_seniority,job_experience_level,job_industry,job_salary_range,job_salary_frequency,job_post_start_date,job_post_close_date_list,job_description,original_job_title
21,TOTAL EBIZ SOLUTIONS PTE. LTD.,DevOps Engineer,31 UBI ROAD 1 408694,Full Time,Executive,4 years exp,Information Technology,"$6,500to$8,000",Monthly,5 applications,Closing on 11 Apr 2024,"Key Responsibilities:
• Coding and developing new DevOps scripts automation with CI/CD pipelines through Jenkins, Cloudbees, Bitbucket, etc
• Supporting and maintaining full stack DevOps toolsets. (Jira, Confluence, Bitbucket, Cloudbees, Jenkins, SonarQube, Nexus IQ, Fortify )
• Able to code, script, automate, innovate full DevOps automation capabilities to enhance and elevate automation from manual human tasks
• Always able to find ways to automate, develop scripts, innovate new ideas to reduce human work and repetitive tasks.
• Deep knowledge on DevOps tools API automation capabilities
• Troubleshoot, deep dive RCA and fix DevOps platform issues
• Supporting DevOps toolsets running on AWS, container clusters and Kubernetes

Requirements:

• Deep experience as a DevOps or DevSecOps practitioner in a critical Production environment
• Deep technical experience in server-side Unix/Linux/PowerShell scripting
• Prior working experience installing, configuring, integrating, upgrading and patching CI/CD toolset
• Prior experience is customizing JIRA and Setting up confluence spaces.
• Passionate about cloud infrastructure, CI/CD pipelines and automation
• Ability to easily pick up new technologies: you are keen to learn and to expand your knowledge
• Customer centricity: you always go above and beyond to deliver a first-class service to your users
• Highly proficient with Linux Systems Administration and network fundamentals (IPv4, TCP, UDP, DNS, HTTP, TLS, routing, load-balancing)
• Proficient with AWS VPC, EC2, IAM, S3, EKS, EFS
• Proficient with ELK, Grafana and Ansible
• Proficient with Terraform, Docker/containers and Kubernete",site reliability engineer
22,TIKTOK PTE. LTD.,Site Reliability Engineer (OLAP Database) - Data Platform,1 RAFFLES QUAY 048583,Full Time,Professional,3 years exp,Information Technology,"$11,250to$22,500",Monthly,5 applications,Closing on 27 Mar 2024,"Responsibilities

About TikTok
TikTok is the leading destination for short-form mobile video. Our mission is to inspire creativity and bring joy. TikTok has global offices including Los Angeles, New York, London, Paris, Berlin, Dubai, Singapore, Jakarta, Seoul, and Tokyo.

Why Join Us
Creation is the core of TikTok's purpose. Our platform is built to help imaginations thrive. This is doubly true of the teams that make TikTok possible.
Together, we inspire creativity and bring joy - a mission we all believe in and aim towards achieving every day.
To us, every challenge, no matter how difficult, is an opportunity; to learn, to innovate, and to grow as one team. Status quo? Never. Courage? Always.
At TikTok, we create together and grow together. That's how we drive impact - for ourselves, our company, and the communities we serve.
Join us.

About the team
TikTok and affiliate are developing the next-generation high-performance analytical database, with a mission to enable efficient and real-time data-driven decision-making on PB-level data sets. The initial product was forked from Clickhouse, after which large re-architecture had been taken place. The product now not only improves the efficiency of Clickhouse but also fits into the elastic cloud-native infrastructure with better scalability and resource utilization. With years of polishment in the internal EB-level scenarios, we are now ready to serve our business partners via various cloud vendors.

What you will be doing:
- Responsible for the SLA system, disaster recovery system, and fault self-healing of ByteDance's OLAP products to ensure continuous availability of business operations.
- Responsible for all BU (Business Unit) teams using ByteDance's data warehouse products, continuously improving service quality and user experience, and working directly with product and research teams to promote the resolution of customer issues and ongoing product optimization.
- Responsible for the development, automation, and continuous iteration of the SRE platform for ByteDance's big data products, guiding the operation and maintenance mode of the product towards digital and intelligent development.
- Research, design, and develop computer and network software or specialised utility programs.
- Analyse user needs and develop software solutions, applying principles and techniques of computer science, engineering, and mathematical analysis.
- Update software, enhances existing software capabilities, and develops and direct software testing and validation procedures.
- Work with computer hardware engineers to integrate hardware and software systems and develop specifications and performance requirements.


Qualifications
- Minimum bachelor's degree in Computer Science or a related technical background involving software/system engineering or equivalent working experience
- At least 3 year of production-level experience in either Python, Shell, Java or Go
- Familiar with Linux, network, and other system operation and maintenance skills
- Familiar with open-source or commercial technologies such as ClickHouse, Hadoop, Doris, and Kubernetes, with experience in practical big data commercial application development.
- Proficient in maintaining common SRE/DevOps open-source components, troubleshooting, and problem-solving skills.
- Good communication, presentation, and logical thinking skills, as well as good service and collaboration awareness.
- Strong sense of responsibility, strong resistance to pressure, and willingness to challenge technological limits.

TikTok is committed to creating an inclusive space where employees are valued for their skills, experiences, and unique perspectives. Our platform connects people from across the globe and so does our workplace. At TikTok, our mission is to inspire creativity and bring joy. To achieve that goal, we are committed to celebrating our diverse voices and to creating an environment that reflects the many communities we reach. We are passionate about this and hope you are too.",site reliability engineer
23,TIKTOK PTE. LTD.,Site Reliability Engineer - Ark Large Model Platform,1 RAFFLES QUAY 048583,Full Time,Professional,5 years exp,Information Technology,"$11,250to$22,500",Monthly,3 applications,Closing on 13 Apr 2024,"TikTok will be prioritizing applicants who have a current right to work in Singapore, and do not require TikTok's sponsorship of a visa.

TikTok is the leading destination for short-form mobile video. Our mission is to inspire creativity and bring joy. TikTok has global offices including Los Angeles, New York, London, Paris, Berlin, Dubai, Singapore, Jakarta, Seoul and Tokyo.

Why Join Us
Creation is the core of TikTok's purpose. Our platform is built to help imaginations thrive. This is doubly true of the teams that make TikTok possible.
Together, we inspire creativity and bring joy - a mission we all believe in and aim towards achieving every day.
To us, every challenge, no matter how difficult, is an opportunity; to learn, to innovate, and to grow as one team. Status quo? Never. Courage? Always.
At TikTok, we create together and grow together. That's how we drive impact - for ourselves, our company, and the communities we serve.
Join us.

About the Team
The Applied Machine Learning (AML) - Enterprise team provides machine learning platform products on VolcanoEngine with cloud native resource scheduling system which intelligently orchestrates different tasks and jobs with minimised costs of every experiment and maximised resource utilisation, rich modelling tools including customised machine learning tasks and web IDE, and multi-framework high performance model inference services.

In 2021, through VolcanoEngine, we released this machine learning infrastructure to the public, to provide more enterprises with reduced costs of computation power, lower barriers to machine learning engineering and deeper developments in AI capabilities.

Responsibilities
Responsible for Ark Large Model Platform development on Volcano Engine, researching systematic solutions on large model solution implementations and applications in various industries, striving to reduce the IT cost of large model applications, meeting the users' ever-growing demand for intelligent interaction and improving the lifestyle and communications of users in the future world.
- Manage and oversee the stability of both control and data aspects of large-scale model systems through effective DevOps practices.
- Develop and enhance observability systems for monitoring the stability of large model systems, ensuring high reliability and performance.
- Handle super large-scale cluster management and ensure efficient operation and maintenance of large model systems.

Qualifications
- B. Sc or higher degree in Computer Science or related fields from accredited and reputable institutions.
- Minimum of 5 years of R&D experience in the fields of cloud computing or large-scale model systems.
- Proficiency in cloud-native technologies and understanding of the relevant technology stack.
- Expertise in one of the following programming languages: Golang, Python, or Java, with the ability to use it proficiently in a professional setting.
- Familiarity with cloud-native technologies for log collection, monitoring, and alerting.

Preferred Qualifications:
- Prior experience in the construction and maintenance of stability systems for large-scale infrastructures. - Experience in operating and maintaining large-scale systems.
- Experience with infrastructure as code, particularly Terraform, is highly desirable.

TikTok is committed to creating an inclusive space where employees are valued for their skills, experiences, and unique perspectives. Our platform connects people from across the globe and so does our workplace. At TikTok, our mission is to inspire creativity and bring joy. To achieve that goal, we are committed to celebrating our diverse voices and to creating an environment that reflects the many communities we reach. We are passionate about this and hope you are too.",site reliability engineer
24,TIKTOK PTE. LTD.,Site Reliability Engineer - Global e-Commerce,1 RAFFLES QUAY 048583,Full Time,Professional,5 years exp,Information Technology,"$10,000to$20,000",Monthly,12 applications,Closing on 27 Mar 2024,"About TikTok
TikTok is the leading destination for short-form mobile video. Our mission is to inspire creativity and bring joy. TikTok has global offices including Los Angeles, New York, London, Paris, Berlin, Dubai, Singapore, Jakarta, Seoul and Tokyo.

Why Join Us
Creation is the core of TikTok's purpose. Our platform is built to help imaginations thrive. This is doubly true of the teams that make TikTok possible.
Together, we inspire creativity and bring joy - a mission we all believe in and aim towards achieving every day.
To us, every challenge, no matter how difficult, is an opportunity; to learn, to innovate, and to grow as one team. Status quo? Never. Courage? Always.
At TikTok, we create together and grow together. That's how we drive impact - for ourselves, our company, and the communities we serve.
Join us.

About the Team
The e-Commerce industry has seen tremendous growth in recent years and has become a hotly contested space amongst leading Internet companies, and its future growth cannot be underestimated. With millions of loyal users globally, we believe TikTok is an ideal platform to deliver a brand new and better e-Commerce experience to our users. Our product engineering team is responsible for building an e-Commerce ecosystem that is innovative, secure and intuitive for our users. We are looking for passionate and talented people to join us as we drive the future of e-Commerce here at TikTok.

Our SRE engineers combine software and systems engineering disciplines to run high-performance, large-scale distributed infrastructure. This means you will be deeply involved in the developmental lifecycle of critical software services, collaborating closely with product engineers to combine software code and systems knowledge to ensure that TikTok e-Commerce's services are reliable, fault-tolerant, efficiently scalable and cost-effective. You will also be leveraging your software engineering expertise to develop software platforms and tools to optimise the operational and engineering efficiencies of complex systems at scale, with particular focus on improving the systems' observability, performance and maintainability.

Responsibilities
- Be responsible for service levels of mission critical, revenue-generating e-Commerce platform as well as all supporting infrastructure and services. This role will focus on service reliability, highly-scalable design, and release management in a cloud-native environment.
- Define service level indicators and data-driven objectives, and develop SRE standards, processes and methodologies, to uphold and improve uptime, latency, and system health of a core global e-commerce production platform.
- Collaborate cross-team with engineering and product to ensure that key stability and maintainability requirements, such as capacity planning and launch reviews, are performed to enable transparent service delivery to customers.
- Design strategies for risk detection and mitigation, disaster recovery & simulation, release management, cost optimisation, engineering quality etc.
- Automation geared towards infrastructure-as-code, scalability and service resiliency.
- Implement best practices around incident management, post-mortems while being part of on-call rotations.
- Research, design, and develop computer and network software or specialised utility programs.
- Analyse user needs and develop software solutions, applying principles and techniques of computer science, engineering, and mathematical analysis.
- Update software, enhances existing software capabilities, and develops and direct software testing and validation procedures.

Qualifications
- Bachelor's or higher degree in Computer Science, Information Technology, Programming & System Analysis, Science (Computer Studies) or related discipline.
- Candidate should have at least 5 years of experience in Linux operating system internals, networking and microservices in cloud-native environments.
- Experience in designing, analyzing, and troubleshooting large-scale distributed systems.
- Experience developing platform/tools using scripting languages such as Python/Bash.
- Systematic problem-solving approach, coupled with effective communication skills and a sense of drive.
- Experience with running production-grade web services at scale in a cloud native environment.
- Experience with implementing observability solutions such as monitoring, logging and tracing in complex service meshes.

TikTok is committed to creating an inclusive space where employees are valued for their skills, experiences, and unique perspectives. Our platform connects people from across the globe and so does our workplace. At TikTok, our mission is to inspire creativity and bring joy. To achieve that goal, we are committed to celebrating our diverse voices and to creating an environment that reflects the many communities we reach. We are passionate about this and hope you are too.",site reliability engineer
25,TIKTOK PTE. LTD.,"Site Reliability Engineer, Global e-Commerce",1 RAFFLES QUAY 048583,Full Time,Professional,1 year exp,Information Technology,"$7,000to$14,000",Monthly,7 applications,Closing on 27 Mar 2024,"About TikTok
TikTok is the leading destination for short-form mobile video. Our mission is to inspire creativity and bring joy. TikTok has global offices including Los Angeles, New York, London, Paris, Berlin, Dubai, Singapore, Jakarta, Seoul and Tokyo.

Why Join Us
Creation is the core of TikTok's purpose. Our platform is built to help imaginations thrive. This is doubly true of the teams that make TikTok possible.
Together, we inspire creativity and bring joy - a mission we all believe in and aim towards achieving every day.
To us, every challenge, no matter how difficult, is an opportunity; to learn, to innovate, and to grow as one team. Status quo? Never. Courage? Always.
At TikTok, we create together and grow together. That's how we drive impact - for ourselves, our company, and the communities we serve.
Join us.

About the Team
The e-Commerce industry has seen tremendous growth in recent years and has become a hotly contested space amongst leading Internet companies, and its future growth cannot be underestimated. With millions of loyal users globally, we believe TikTok is an ideal platform to deliver a brand new and better e-Commerce experience to our users. Our product engineering team is responsible for building an e-Commerce ecosystem that is innovative, secure and intuitive for our users. We are looking for passionate and talented people to join us as we drive the future of e-Commerce here at TikTok.

Our SRE engineers combine software and systems engineering disciplines to run high-performance, large-scale distributed infrastructure. This means you will be deeply involved in the developmental lifecycle of critical software services, collaborating closely with product engineers to combine software code and systems knowledge to ensure that TikTok e-Commerce's services are reliable, fault-tolerant, efficiently scalable and cost-effective. You will also be leveraging your software engineering expertise to develop software platforms and tools to optimise the operational and engineering efficiencies of complex systems at scale, with particular focus on improving the systems' observability, performance and maintainability.

Responsibilities
- Be responsible for service levels of mission critical, revenue-generating e-Commerce platform as well as all supporting infrastructure and services. This role will focus on service reliability, highly-scalable design, and release management in a cloud-native environment.
- Define service level indicators and data-driven objectives, and develop SRE standards, processes and methodologies, to uphold and improve uptime, latency, and system health of a core global e-commerce production platform.
- Collaborate cross-team with engineering and product to ensure that key stability and maintainability requirements, such as capacity planning and launch reviews, are performed to enable transparent service delivery to customers.
- Design strategies for risk detection and mitigation, disaster recovery & simulation, release management, cost optimisation, engineering quality etc.
- Automation geared towards infrastructure-as-code, scalability and service resiliency.
- Implement best practices around incident management, post-mortems while being part of on-call rotations.
- Research, design, and develop computer and network software or specialised utility programs.
- Analyse user needs and develop software solutions, applying principles and techniques of computer science, engineering, and mathematical analysis.
- Update software, enhances existing software capabilities, and develops and direct software testing and validation procedures.

Qualifications
- Bachelor's or higher degree in Computer Science, Information Technology, Programming & System Analysis, Science (Computer Studies) or related discipline.
- Proficiency in Linux operating system internals, networking and microservices in cloud-native environments.
- Experience in designing, analyzing, and troubleshooting large-scale distributed systems.
- Experience developing platform/tools using scripting languages such as Python/Bash.
- Systematic problem-solving approach, coupled with effective communication skills and a sense of drive.
- Experience with running production-grade web services at scale in a cloud native environment.
- Experience with implementing observability solutions such as monitoring, logging and tracing in complex service meshes.

TikTok is committed to creating an inclusive space where employees are valued for their skills, experiences, and unique perspectives. Our platform connects people from across the globe and so does our workplace. At TikTok, our mission is to inspire creativity and bring joy. To achieve that goal, we are committed to celebrating our diverse voices and to creating an environment that reflects the many communities we reach. We are passionate about this and hope you are too.",site reliability engineer
26,AVENSYS CONSULTING PTE. LTD.,Site Reliability Engineer,"VERTEX, 33 UBI AVENUE 3 408868",Contract,Executive,3 years exp,Information Technology,"$6,000to$7,000",Monthly,0 application,Closing on 11 Apr 2024,"Avensys is a reputed global IT professional services company headquartered in Singapore. Our service spectrum includes enterprise solution consulting, business intelligence, business process automation and managed services. Given our decade of success we have evolved to become one of the top trusted providers in Singapore and service a client base across banking and financial services, insurance, information technology, healthcare, retail and supply chain.
We are currently looking to hire a Site Reliability Engineer This is an exciting opportunity to expand your skill set, achieve job satisfaction and work-life balance. More details as below.

Mandatory Skills:
Proficiency in managing logging stack such as Elasticsearch Cluster Management, Logstash, Filebeat, ILM, Kibana, Watchers and Dashboards
Expertise in Prometheus and exporters, Grafana, Alertmanager, APM
Knowledge in writing Promql queries and Grafana Dashboards implementation
Expertise in CI/CD pipeline implementation
Troubleshooting experience of java ,sprint ,react applications. Dev skills would be handy.
Hands on containerized platforms like Docker/Kubernetes
Experience with source code control systems like Bitbucket
Knowledge about High availability, Disaster Recovery and backup.
Experience with Object Storage Systems like S3
Providing L1/L2 production support to the systems.
Experience with Linux systems configurations.
Experience in Shell scripting and Python.
Basic understanding of source control concepts, best practices, and the software development lifecycle.
Strong verbal and written communication skills.
Critical thinking and problem-solving skills.
Nice to have :
Added advantage if knowledge on any of the following components Grafana Mimir, Tempo, Loki, Events, Profiling
Understanding Terraform or Ansible
Understanding reported vulnerabilities and fixes.
Knowledge about Opensearch
Open to explore new tool sets for observability
Knowledge on PagerDuty and Incident Management
WHAT’S ON OFFER
You will be remunerated with an excellent base salary and entitled to attractive company benefits. Additionally, you will get the opportunity to enjoy a fun and collaborative work environment, alongside a strong career progression.
To submit your application, please apply online or share the updated cv to benakoppa@aven-sys.com. Your interest will be treated with strict confidentiality.
CONSULTANT DETAILS
Consultant Name: Laxmi B
Avensys Consulting Pte Ltd
EA License 12C5759",site reliability engineer
27,STELLAR LINK PARTNERS PTE. LTD.,Site Reliability Engineer (Jenkins / AWS / Cloud),Islandwide,"Permanent, Full Time",Senior Executive,3 years exp,Information Technology,"$6,000to$11,000",Monthly,3 applications,Closing on 20 Apr 2024,"My client, based in Singapore, They are committed in delivering innovative digital entertainment solutions. Their flagship product caters to the global gaming market. Users worldwide engage in popular party games, interactive chats, and karaoke sessions on our platform. Since inception, their products has expanded globally, reaching various regions including Greater China, the Middle East, Japan, Korea, and North America, achieving significant success

Work location: Science Park, nearest station - is Kent Ridge MRT station
Role
Oversee the initiation, monitoring, maintenance, migration of changes, and troubleshooting of server systems, databases, and essential support software.
Manage business deployment, version updates, release quality monitoring, and related tasks.
Lead server planning, monitoring, data backup, log analysis, and performance tuning efforts.
Handle overseas network troubleshooting, optimization, dynamic acceleration, and network quality assessments.
Research and implement operation and maintenance-related technologies, develop maintenance automation tools, enhance system architecture, and improve system stability.
Facilitate daily communication with project teams, assess and address operation and maintenance requirements.
Establish and oversee the internal account system, publishing system, and continuous integration system.

Requirements:
Possess a Diploma or higher qualification.
Demonstrate experience in overseas APP product operation and maintenance, preferably in social applications.
Proficient with major overseas cloud vendor products such as Akamai, Cloudflare, AWS, GCP, with a minimum of AWS platform operation and maintenance expertise.
Knowledgeable about configuration and utilization of overseas network products like global acceleration, dynamic acceleration, and security protection measures.
Skilled in at least one scripting language (e.g., bash/python/go) with a focus on automation for building operation and maintenance platforms and tools.
Familiarity with CI/CD process construction and tool utilization (e.g., Jenkins pipeline, Git, Maven), as well as automated operation and maintenance tools like Ansible/SaltStack.
Possess strong troubleshooting and problem-solving abilities, along with technical sensitivity, excellent learning aptitude, dedication, and meticulous work ethic.

APPLY NOW! Interviews are ongoing! Email to dayna.chiam@stellar-link.com
We regret to inform that only shortlisted candidates would be notified.
Chiam Lee Ping Dayna
Consultant
Reg. No: R1764404
Stellar- Link Partners Pte Ltd (EA License: 21S0698)",site reliability engineer
28,TIKTOK PTE. LTD.,Site Reliability Engineer (DBA) - Global E-Commerce,1 RAFFLES QUAY 048583,Full Time,Professional,5 years exp,Information Technology,"$10,000to$20,000",Monthly,9 applications,Closing on 27 Mar 2024,"About TikTok
TikTok is the leading destination for short-form mobile video. Our mission is to inspire creativity and bring joy. TikTok has global offices including Los Angeles, New York, London, Paris, Berlin, Dubai, Singapore, Jakarta, Seoul and Tokyo.

Why Join Us
Creation is the core of TikTok's purpose. Our platform is built to help imaginations thrive. This is doubly true of the teams that make TikTok possible.
Together, we inspire creativity and bring joy - a mission we all believe in and aim towards achieving every day.
To us, every challenge, no matter how difficult, is an opportunity; to learn, to innovate, and to grow as one team. Status quo? Never. Courage? Always.
At TikTok, we create together and grow together. That's how we drive impact - for ourselves, our company, and the communities we serve.
Join us.

About the Team
The e-commerce industry has seen tremendous growth in recent years and has become a hotly contested space amongst leading Internet companies, and its future growth cannot be underestimated. With millions of loyal users globally, we believe TikTok is an ideal platform to deliver a brand new and better e-commerce experience to our users. Our product engineering team is responsible for building an e-commerce ecosystem that is innovative, secure and intuitive for our users. We are looking for passionate and talented people to join us as we drive the future of e-commerce here at TikTok.

Our software engineers for product infrastructure role combine software and systems engineering disciplines to run high-performance, large-scale distributed infrastructure. This means you will be deeply involved in the developmental lifecycle of critical software services, collaborating closely with product engineers to combine software code and systems knowledge to ensure that TikTok e-commerce's services are reliable, fault-tolerant, efficiently scalable and cost-effective. You will also be leveraging your software engineering expertise to develop software platforms and tools to optimise the operational and engineering efficiencies of complex systems at scale, with particular focus on improving the systems' observability, performance and maintainability.

Responsibilities
- Safeguarding the stability and reliability of TikTok's e-commerce database system.
- Deep understanding of e-commerce business, systematic database optimization and risk governance.
- Perform database fault discovery, localization, and stop-loss capability building to improve database anomaly recovery speed.
- In-depth understanding of database design for e-commerce business, working with R&D on database architecture design and optimization.
- Lead resource management and optimization of TikTok's e-commerce database.
- Research, design, and develop computer and network software or specialised utility programs.
- Analyse user needs and develop software solutions, applying principles and techniques of computer science, engineering, and mathematical analysis.
- Update software, enhances existing software capabilities, and develops and direct software testing and validation procedures.

Qualifications
- Bachelor's or higher degree in Computer Science, Information Technology, Programming & System Analysis, Science (Computer Studies) or related discipline.
- Candidate should have at least 5 years of experience in MySQL, Redis, etc., with experience in large-scale database cluster management.
- Proficient in the architecture of mainstream databases, able to carry out reasonable database selection and design.
- Proficient in database optimization with independent database troubleshooting skills.
- Good communication, collaboration and facilitation skills.

TikTok is committed to creating an inclusive space where employees are valued for their skills, experiences, and unique perspectives. Our platform connects people from across the globe and so does our workplace. At TikTok, our mission is to inspire creativity and bring joy. To achieve that goal, we are committed to celebrating our diverse voices and to creating an environment that reflects the many communities we reach. We are passionate about this and hope you are too.",site reliability engineer
29,,"Site Reliability Engineer (DBA), Global E-Commerce",1 RAFFLES QUAY 048583,Full Time,Professional,1 year exp,Information Technology,"$7,000to$14,000",Monthly,8 applications,Closing on 27 Mar 2024,"About TikTok
TikTok is the leading destination for short-form mobile video. Our mission is to inspire creativity and bring joy. TikTok has global offices including Los Angeles, New York, London, Paris, Berlin, Dubai, Singapore, Jakarta, Seoul and Tokyo.

Why Join Us
Creation is the core of TikTok's purpose. Our platform is built to help imaginations thrive. This is doubly true of the teams that make TikTok possible.
Together, we inspire creativity and bring joy - a mission we all believe in and aim towards achieving every day.
To us, every challenge, no matter how difficult, is an opportunity; to learn, to innovate, and to grow as one team. Status quo? Never. Courage? Always.
At TikTok, we create together and grow together. That's how we drive impact - for ourselves, our company, and the communities we serve.
Join us.

About the Team
The e-commerce industry has seen tremendous growth in recent years and has become a hotly contested space amongst leading Internet companies, and its future growth cannot be underestimated. With millions of loyal users globally, we believe TikTok is an ideal platform to deliver a brand new and better e-commerce experience to our users. Our product engineering team is responsible for building an e-commerce ecosystem that is innovative, secure and intuitive for our users. We are looking for passionate and talented people to join us as we drive the future of e-commerce here at TikTok.

Our software engineers for product infrastructure role combine software and systems engineering disciplines to run high-performance, large-scale distributed infrastructure. This means you will be deeply involved in the developmental lifecycle of critical software services, collaborating closely with product engineers to combine software code and systems knowledge to ensure that TikTok e-commerce's services are reliable, fault-tolerant, efficiently scalable and cost-effective. You will also be leveraging your software engineering expertise to develop software platforms and tools to optimise the operational and engineering efficiencies of complex systems at scale, with particular focus on improving the systems' observability, performance and maintainability.

Responsibilities
- Safeguarding the stability and reliability of TikTok's e-commerce database system.
- Deep understanding of e-commerce business, systematic database optimization and risk governance.
- Perform database fault discovery, localization, and stop-loss capability building to improve database anomaly recovery speed.
- In-depth understanding of database design for e-commerce business, working with R&D on database architecture design and optimization.
- Lead resource management and optimization of TikTok's e-commerce database.
- Research, design, and develop computer and network software or specialised utility programs.
- Analyse user needs and develop software solutions, applying principles and techniques of computer science, engineering, and mathematical analysis.
- Update software, enhances existing software capabilities, and develops and direct software testing and validation procedures.

Qualifications
- Bachelor's or higher degree in Computer Science, Information Technology, Programming & System Analysis, Science (Computer Studies) or related discipline.
- Proficient in MySQL, Redis, etc., with experience in large-scale database cluster management.
- Proficient in the architecture of mainstream databases, able to carry out reasonable database selection and design.
- Proficient in database optimization with independent database troubleshooting skills.
- Good communication, collaboration and facilitation skills.

TikTok is committed to creating an inclusive space where employees are valued for their skills, experiences, and unique perspectives. Our platform connects people from across the globe and so does our workplace. At TikTok, our mission is to inspire creativity and bring joy. To achieve that goal, we are committed to celebrating our diverse voices and to creating an environment that reflects the many communities we reach. We are passionate about this and hope you are too.",site reliability engineer
30,SHOPEE SINGAPORE PRIVATE LIMITED,Senior Site Reliability Engineer (Big Data) - Data Infrastructure,"GALAXIS, 1 FUSIONOPOLIS PLACE 138522",Permanent,Senior Executive,5 years exp,Information Technology,"$8,000to$13,000",Monthly,9 applications,Closing on 06 Apr 2024,"Job Description:
Design and develop software solutions to automate the technical operations of large-scale systems
Analyze and develop metrics, tools, automations, and visualizations to facilitate the operation and optimization of big data system, applying principles and techniques of computer science, engineering, and mathematical analysis
Work closely with cross-functional teams to improve the big data system, and develop specifications and performance requirements
Monitor the performance and system stability of Shopee’s big data system such as Hadoop/Spark/Kafka
Provide technical expertise on big data-related businesses such as search engine, deep learning, and promote sustainable development of big data business

Requirements:
Bachelor’s degree or higher in Computer Science, Information Technology, Programming & Systems Analysis, Engineering, or other related fields
Minimum 5 years of work experience in Big Data SRE
Proficient in Linux system and script development in Hadoop/flink/hbase/kafka environment
In-depth understanding of large-scale big data operation and maintenance architecture solutions
Good communication skills and strong ability to resolve system issues",site reliability engineer
